,Hattrem,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Oricorio,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Veluza,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Inteleon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Palossand,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Rotom-Fan,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Drifblim,Alomomola,Rotom-Mow,Hawlucha,Mudsdale,Torkoal,Venomoth,Polteageist,Grimmsnarl,Ampharos,Tauros-Paldea-Blaze,Iron Treads,Medicham,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Typhlosion,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Cyclizar,Gastrodon,Grumpig,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Bruxish,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Abomasnow,Roaring Moon,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Beartic,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Donphan,0.0,0.0064731187,0.0778562082,0.1585752414,0.1866018162,2.247e-07,1.68617e-05,0.0023664945,0.3054990877,0.0,3.80186e-05,0.0003449251,0.0,0.0136346704,0.0008299024,0.0001931675,0.0092340785,4.0696e-06,0.0227634248,0.0063248095,0.0013313634,0.1039350349,6.91644e-05,0.0964973893,0.0317640944,0.0007584836,0.0253570189,0.0001131717,0.0306550557,0.0,1.85e-08,0.0,0.0001253846,0.0176038324,0.0,0.4282593514,0.0060848003,1.6524e-06,0.4505631368,0.0192029938,0.0083639021,0.0990447412,0.0003387981,0.0001440653,0.543149009,0.0001422362,2e-10,0.0115549365,0.1209079109,0.0111521829,1.29901e-05,3.78536e-05,0.0,0.1470083521,0.0810743611,0.0318748469,0.0781603255,0.0004620852,0.1225711587,0.0020774176,7.486e-07,0.0004723607,0.1731990159,0.1405688564,0.002333678,0.0023495455,0.0002655149,0.0036429665,0.0063986836,0.2693383592,0.0002049659,0.0638234379,0.0009753933,0.5183031791,0.0113092973,9.4457e-05,0.0513753564,4.5187e-06,0.1434254869,0.0702250208,0.0626110839,3.8338e-06,0.0131977059,0.4650289418,1.6e-09,0.003909994,0.024681785,0.0024524996,0.2219309229,0.007412391,2.96862e-05,0.0054279461,0.0619192234,0.0,9.90858e-05,0.3449645434,0.0740247478,0.0004594534,0.092941367,0.0536666136,0.0,0.0064088235,0.0016046094,0.0854233392,0.0010728914,0.1450688833,1.65392e-05,0.0706097586,0.0128143356,1.352e-06,0.0073836527,0.1379738726,5.39e-08,0.0,0.0005069465,0.0002650103,0.0267281715,1e-10,0.0001684714,1.4365e-06,0.1468941374,0.1076807977,0.0776352368,9e-09,0.0,2.6312e-06,0.0,0.000250182,7.9186e-05,0.0007970854,0.0,6e-10,0.3600632828,0.1501738576,0.0592876979,0.0740152814,0.0055505864,2.3e-09,0.0565296898,0.0020001886,0.0183083024,0.189056762,0.0181506379,1.19e-08,0.0008961758,0.0,0.0288002292,0.0,5.533e-07,1e-10,0.0112591974,0.0,0.0918454628,0.0003264111,0.1463843297,6.8396e-06,0.1137553317,1e-10,0.2579878011,1.778e-07,0.0008694452,0.250445709,0.2398459172,5.43528e-05,0.0007178962,0.0028161918,0.1270663098,0.1937256232,0.0385325579,0.1148479877,7.62666e-05,1.0369e-05,0.0001334908
Sandy Shocks,7.12532e-05,0.7964067514,0.1523184055,36.5833937524,5.5728044378,8.985e-07,0.0082357179,0.081618222,13.3022735747,6.08019e-05,0.068144403,0.0941376223,0.0625905258,0.1887763876,0.6673431457,2.0498730477,2.7635048027,0.2305575819,0.002457396,0.0053911004,1.57585e-05,26.4580436666,0.0404984808,0.1130757465,0.0107219218,0.0240078873,0.0270390781,0.0046283878,1.5289742061,0.0004102017,0.025112739,0.0023838787,0.0024547416,0.9292939559,0.000390419,0.1137531959,0.0030410139,0.0432303845,28.6324599874,0.0028215423,0.127745103,24.4531225013,0.0044845837,0.0342022864,0.1484649684,1.0340517408,0.0046053144,0.2757218882,0.589460076,0.1102860887,0.0018154372,0.0001481999,0.0014711879,1.0423739718,3.6835176064,0.0847943601,0.0008103473,0.1872903859,0.0398520043,3.42567e-05,0.0028899056,9.53869e-05,7.2906741004,0.7027459507,0.000189213,0.0522404521,0.1074220532,3.445563138,0.0056807326,3.5088037023,3.556e-07,0.0703948223,3.458e-07,8.4590207945,1.0067275037,0.2076317485,0.0467905306,0.000466707,0.0001416346,2.0543977622,0.0011247288,0.0026109969,0.0007476385,29.2880739243,0.0001807129,0.0525962704,0.015869947,0.2344969595,17.5082408606,0.0273763887,0.0,0.0150171917,0.9090248722,0.0015026003,0.0004270774,7.2148712352,0.1466202862,0.0041471967,3.3050744821,2.9410340007,0.0005326084,0.0096826648,6.2257e-06,0.1297021812,0.0001550843,16.0856132738,3.9e-09,0.0177002882,0.502422951,8.8697e-06,0.06552624,1.6232795646,2.70912e-05,0.5513320613,0.0050162226,0.0036740867,24.2147658445,0.0111343188,0.0208739624,5.69299e-05,0.5679599618,0.0815967025,1.1006669134,0.0201742462,0.0055505864,0.0411960797,2.66389e-05,0.1075411232,0.8345077312,0.2019159315,0.0,0.0488031523,15.3750641931,0.9315733139,1.2854301187,0.2971922855,0.0,0.0001175314,0.0056038561,0.0001413229,0.2580944366,4.8711574852,0.0247272144,5.4012e-06,2.21644e-05,0.1331960095,24.7731153361,0.0029932766,2.6624383874,0.0005826499,0.0016582933,6.85e-08,19.9662433822,0.3374697538,32.1629881314,0.8675763752,1.1959862556,9.6102e-06,0.0309304123,0.0035884568,0.5943205302,1.8271655358,5.3887134247,0.0807059944,1.1136966472,12.9763141796,2.2899372303,0.0184061667,0.1067182591,13.9692605096,0.2999456379,0.0111387823,0.0325154795
Hoppip,5.2e-09,0.0,1.2738e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.928e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738e-06,0.0,0.0,2.27e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floatzel,0.0,0.0024860412,0.0025469426,0.4143842734,0.068095643,0.0915377775,0.4794104303,0.019443321,6.885155514,0.0014114432,0.0036068936,0.0091973195,0.0,0.5448486186,3.8593e-06,0.0117647734,0.607690201,65.0964238805,0.2676922416,8.41709e-05,0.000409906,0.1287834874,3.0330899609,0.0171286486,0.060288058,0.0009972544,0.0028752753,0.0008085595,5.48817e-05,5.01888e-05,1.57474e-05,5.17173e-05,2.43022e-05,3.0808e-06,0.0004083193,0.8661273628,0.0015751171,0.0004139922,28.4098795848,0.0231892218,8.5597e-06,0.8076663021,0.7534885818,0.0021074365,0.2571814902,0.2401628142,0.0012158176,0.0150135625,0.1473273954,0.0024850414,0.0,9.3e-09,0.3444802345,1.6369710932,0.0013927199,0.1166407766,0.1001503954,1.07315e-05,0.0221286912,0.0005187918,0.2817630265,0.0003683275,14.2060918029,0.000421155,1.59162e-05,1.2e-09,0.0011822893,2.0728611245,1.5042998124,24.8694656611,0.027658486,2.21067e-05,68.6793307694,0.3243840296,110.9766261892,0.0002807566,3.9112132879,0.0006584223,1.7076e-06,0.2052783741,0.0012296641,0.0007984685,1.78069e-05,0.0172634613,6.569e-06,0.0109909274,0.0028410267,0.000989074,4.4652325809,0.0007060214,0.0,8.58631e-05,0.1732745079,4.5008e-06,0.0263126566,11.1692767685,0.0002891806,3.2218e-05,0.3013150871,0.0200855655,9.46e-08,0.0014812799,0.0210124393,0.1004659494,0.0343699042,0.6020702421,2.528e-07,0.0187636241,0.0016998931,6.2685e-06,1.51392e-05,11.9761299455,0.006638629,0.3017504812,0.6654785192,0.0017402008,1.8308504558,0.0001831948,0.0,4.7656e-06,0.0004986659,0.1063130118,0.1300152016,0.0003450792,2.6312e-06,0.0,0.0012313741,4.3037e-06,0.0223773073,0.0631082216,1.147e-07,0.001871875,1.0337776729,0.7462851137,0.7433277755,0.2651910232,0.0411960797,0.0057077463,0.0312476857,0.0245181126,0.1343057285,0.0089474832,0.0046793927,1.0356e-06,5.548e-06,0.1007215462,0.1401255618,0.0007185716,1.69e-08,1.3e-09,0.1270375955,0.0,6.3943805893,0.0002636326,20.2169367926,8.61726e-05,0.0191501142,0.0026918462,0.0294927108,0.0,72.1837139962,2.66869e-05,67.6125491601,0.0170020754,0.0369427528,12.3157564053,0.0706400178,0.0282489005,1.3723938847,0.0145818651,1.556e-06,0.6343131134,0.0192025441
Cyclizar,0.0,0.0120727809,0.0010913304,10.6961772004,8.7918303087,0.0,1.10223e-05,0.0655342612,11.1125702201,0.0,0.1886783382,0.0091973717,0.0,10.4796324475,0.0129768275,0.8253825496,0.0439176878,0.2076704929,0.049856347,0.0474751218,0.0001531606,43.6004758421,0.0007941649,0.0148278,0.1303122101,0.0503254821,0.0013840485,0.0011031533,0.0,1.68e-08,3.52513e-05,1.24e-08,0.0002724904,0.0438497246,0.0123091147,0.5918804992,0.000329893,0.0002345207,8.0562097984,2.1680965344,0.2324801598,5.021685807,0.001760186,0.0800411205,11.4611956551,0.0071899747,0.0034133918,0.0008536376,0.0009303731,0.1278370832,0.0346995031,4.5979e-05,1.89372e-05,44.2425868861,3.4833760918,0.0123826781,0.0005212139,0.0013317762,35.0949837731,0.0020602091,0.0002253807,1.96525e-05,0.8693483324,0.0095356955,0.0028638703,0.0,0.135125669,0.014649988,0.0083124376,6.2794827538,1.10346e-05,0.4347940823,8.689e-07,5.5634498374,0.2137622186,1.90107e-05,0.3274585796,1.07e-08,0.0350824857,0.9007727346,4.0152e-06,0.0006789812,0.1647853156,0.7109655225,0.0836934787,0.0307438157,0.0908772074,0.0100363895,3.163418971,0.0301205369,0.0362969004,0.0072710216,0.1128889424,0.0001496935,0.0003921942,3.2366890627,0.000194546,0.0011993572,0.4527698356,14.411854661,0.0051731783,44.5421635864,0.0006728425,0.0210558001,3.9e-09,0.0568994809,2.2375e-06,0.0797751413,0.2965858667,4e-10,0.1571977404,0.2083840609,0.0,0.0092748167,0.0030118474,0.0638921548,25.6125602247,0.0375121529,0.6305987914,0.0,0.3342124807,0.4462351364,0.3318050215,0.0003770842,7.9186e-05,0.0223773073,0.001500041,0.0005815481,0.0,0.1603102977,0.0,0.0028860067,1.9160786678,50.0125258711,36.3375964605,0.2171627372,0.8345077312,0.0,0.0138414762,0.0,0.0001133488,12.9345732395,8.5e-09,2.665e-07,0.0004276594,0.0247802166,3.1811540818,0.0071231651,2.091e-07,0.0090510618,0.0,0.0,40.9840062168,0.0255370158,34.9926128249,6.6391e-06,1.8870167756,0.0124147954,0.0011144111,1.328e-07,0.0790942313,0.116881222,0.7460618495,0.0089876162,0.0146995755,0.2257653622,0.3750294892,9.4786e-05,0.0433514281,1.0614834087,0.182385299,9.4516e-06,0.0001530565
Gastrodon,0.0,1.25632e-05,0.5637267658,2.3217308361,2.2451594594,0.055322432,0.1288758008,0.1053927713,2.7967222893,0.0368001965,0.0102885769,0.0001939586,0.0002020684,0.0946170994,0.0137353492,0.0083517808,1.0930036439,0.0142883585,2.1064875782,8.13922e-05,0.0028897124,0.6610453904,0.0008220753,0.00600256,0.0150045191,1.571e-07,0.0245664187,0.0175311299,0.0021397557,0.0003896084,2.3e-09,0.0003843154,0.0002651024,3.6169821335,0.0,0.9783070402,1.0673464937,0.0042845848,3.4665074756,0.1912246377,0.0187700462,2.2307090185,0.0116231796,0.0022974858,0.0673043665,0.009092927,0.0006497451,0.0033196359,0.8272383344,0.1837931593,0.0491558038,0.0047620405,0.0002590188,0.2674878285,1.2332030513,0.0457922861,0.1522708236,0.435829391,0.0945324013,0.0012539404,0.0172919357,3.9832e-06,0.244388812,0.0578292394,7.7847e-05,3.04092e-05,0.0613332864,0.4117368878,0.0984315587,6.0967150709,0.0082965946,0.0564573209,0.5649894489,0.744769905,0.8292822131,0.2153380748,0.5295462896,8.4608e-05,0.0092454351,0.0571962667,0.0005347443,0.0018177633,5.92073e-05,3.888998381,0.0030444824,0.0698417872,0.0007112819,0.0015378027,0.8778116952,0.034146162,4.0462e-06,8.497e-06,0.0095036397,0.0158235261,0.0040556047,5.3107075967,0.066820461,0.8074673072,0.0489174337,0.02182743,0.0003767804,0.047744585,0.0059318014,0.1285585593,0.0001045282,4.8732588885,2.2922e-06,0.0038535887,0.0031258297,7.66709e-05,0.0554440438,0.1063820439,0.0002975235,0.0333368596,0.0141876612,0.0030782059,6.2779600658,0.0186225566,0.0044128696,8.9254e-06,0.155892154,0.0318887306,2.8721484616,0.0121518336,0.0007970854,0.0631082216,0.0002307317,0.0120438069,0.1603102977,0.0,0.0,0.1029602685,0.1831133797,0.1603105375,3.3637565898,1.1295385163,0.2019159315,0.0,0.0280340304,4.85378e-05,0.0067971668,2.3879491691,0.000345039,0.0009700205,0.0015808863,0.0065354956,4.9399261529,0.0173112929,0.3063456277,0.0034872733,0.0115919635,0.10465074,4.3061280033,0.0149671186,12.5166539518,0.2880325457,0.1090479892,7.71138e-05,0.0272050445,1.67e-08,0.0471222972,0.0176910085,0.7287434072,0.0022909162,0.0139423727,5.2135937165,4.7022810732,0.0103545026,0.0091111093,2.543471228,0.098658052,0.0550971372,0.0208570799
Flareon,0.0013860166,2.8431e-06,1.59747e-05,0.0001721299,0.0002862583,0.0,0.0,0.0191313635,0.0212734595,1.6e-08,6.086e-07,0.0,0.0,0.0020203039,0.0079913607,0.0017286528,0.0006975595,2.4233e-06,0.0102778949,6.176e-07,1.1586e-06,0.0063339416,0.0,8.61e-07,0.0001249826,0.0,0.0062784147,0.0003998476,2.243e-07,0.0044979322,0.0,0.0055030192,0.0,0.0006801942,8.93e-08,0.0145506384,5.5124e-06,7.67e-08,0.0178298432,0.0151257197,0.0,0.0202460347,6.88082e-05,0.0001221439,1.6498e-06,5.4625e-06,0.0063930302,0.0,3.4858e-06,8.419e-07,0.0,0.0194753523,0.0,0.0123432362,0.0004467206,0.0017934109,4.0582e-06,0.0,1.297e-06,5.4406e-06,0.0,0.0061383461,1.01917e-05,0.00647468,3.6562e-06,0.0133323335,0.0151932563,0.0,0.0,6.042e-07,0.047274254,4.59e-08,0.0036181681,0.0236794285,0.0,0.0,4.57e-08,0.0126074974,0.0580066104,0.0058499925,0.0016922954,0.0001075022,0.0024289716,0.000103343,0.0,1.122e-07,6.092e-07,3.6562e-06,0.010349262,0.0062432782,0.0125545683,0.0462359835,0.0013493004,3.8958e-06,1.45994e-05,0.0007333579,3.149e-07,0.0,6.7609e-06,2.714e-05,2.1289e-06,6.042e-07,0.0061383461,2.8386e-06,0.0,0.0002992798,6.071e-07,0.0005527037,5.882e-07,0.012555359,0.0001033405,0.000681122,0.0,0.0209026794,0.000428516,1.29772e-05,0.0376927921,0.0005343815,0.0,1e-10,0.0003488936,8.4546e-06,1.29e-07,0.0,3.85e-08,6.9566e-06,2.392e-07,7e-10,1.09e-08,0.0038236783,0.0125545682,5e-10,0.014769558,0.0027708724,7.47247e-05,1.1314e-06,0.0,0.0,9.6328e-06,0.0,2.21793e-05,0.0009317104,5.085e-07,0.0001082476,3.8623e-06,0.0005895381,0.0047924714,0.0,0.0,0.0,0.0011618087,1.01e-08,0.00829382,0.0001126651,0.0091476761,0.010281799,5e-10,0.0,0.0479648823,0.0,6.88941e-05,0.0006835089,0.0018454434,0.0043350417,6.733e-07,0.0082971165,0.0043217703,0.0008569069,0.0005220353,0.0065712625,0.0,0.0,0.0006361446
Baxcalibur,0.0,0.5903105317,4.985767073,319.7419892928,136.4114500777,0.0523755909,20.7935787795,0.7850040488,324.3892300397,0.0983992808,0.0183842134,0.0137763882,0.0,91.5656674556,0.827089186,3.2896761937,9.0712128905,15.5441366279,1.7841354193,0.0565682981,0.0249146016,38.3489560883,1.5474236656,0.5372624192,1.1845134245,12.5549592442,2.1990792782,0.229097587,0.0291423724,0.0066884909,0.799883736,0.0688581801,0.1406569441,0.9185655415,6.17803e-05,175.5779354711,0.0680631974,0.3489873452,372.040730639,4.5003025412,1.2984807958,124.3949200808,0.4800315393,0.3022082889,141.6929044661,0.0239291373,0.8622701177,0.3101144884,4.9024641954,0.6248852615,0.0022698704,0.1077508749,0.0471705356,22.3690501929,77.7934154025,0.0639950284,0.2022498111,0.1609127397,0.1761348006,0.1871735342,0.1828177962,0.0139116094,60.9894684518,3.9892203228,0.0016506946,0.0161732338,0.5486777459,5.6990280516,2.3841776612,51.3271004354,0.0602464474,18.0918515479,0.0014111322,99.9928206684,51.8855871753,1.1956341294,1.8560737875,0.1314992657,0.3962848367,19.9422626338,0.0034817232,0.2205631226,0.0095944062,29.9535917538,0.0443470028,1.4879886417,0.0459551535,9.4459849768,201.4842347103,0.5978291706,0.0001504848,0.0782616015,102.9915285747,0.3313184486,0.0045706288,187.2662827485,0.7376997758,0.0025317138,48.2555705465,70.7069922022,0.1268323819,0.0525383174,0.1127400799,1.8581265128,0.3105878346,3.6797418971,0.5388502575,11.7029121828,9.902463579,0.398839074,2.0256597772,27.040589419,0.2200541778,0.0399847018,0.3199072434,0.1423227245,87.3392024805,1.2070970966,0.6755634874,0.00285098,2.5352889915,4.1799220117,9.6980469265,0.0161009029,0.3600632828,1.0337776729,0.009132436,0.0104635754,1.9160786678,0.1831133797,2.643e-07,5.9437184043,0.0,31.9106448655,28.220637499,1.9461845573,15.3750641931,3.29448e-05,4.929361937,0.1601365259,0.1037589023,36.2608083176,0.009981141,0.0260159568,0.0096247154,5.161813933,151.682791155,0.6255627314,0.1057283177,0.0384685571,0.0118442088,0.0001097401,83.2648361737,1.954058096,419.4559463247,0.7224363368,1.864247271,0.0045813009,0.6560837577,0.0906007989,1.6552262092,3.5386209781,65.4845783942,0.6669849932,31.1561991728,35.3756679268,40.4979303752,0.9753036099,0.2012682353,249.8399582146,1.2747864703,0.0193395752,0.0702424984
Copperajah,0.0014398679,8.1e-08,0.0002105229,0.0020955682,0.0014409167,0.0,0.0,0.0006845102,0.0036910423,0.0,0.0024914459,0.0,0.0,0.0082030882,0.0,0.0004046407,7.72e-08,1.7906e-06,0.0012187167,0.0001987857,0.0056702056,0.0017830362,0.0,0.0,0.0001760856,7.56153e-05,0.0,2.285e-07,0.0,0.0,8.4835e-06,0.0,4.5e-09,0.0005268445,0.0,0.0029546899,0.0001756276,3.206e-07,0.0011133126,0.0009942853,0.0002565052,0.0024719443,0.0002111276,2.481e-07,0.0019776203,0.0,0.0003302181,6.046e-07,0.0001089554,0.0,4.5e-09,0.0,2.4e-09,0.0009572932,0.0021145418,1.2e-09,7.09941e-05,0.0023872466,1.4716e-06,6.475e-07,1.1063e-06,0.0,6.02e-08,0.0023856889,0.0,1.1742e-06,0.0001198683,7.2812e-06,4.13e-08,0.0001757278,9.1001e-06,0.0028812977,0.0,9e-10,4.73733e-05,0.0056710271,7.3659e-06,3.648e-07,0.0002436198,0.0113448297,0.0014890971,0.0023869336,0.0001114259,0.0019609106,5.27421e-05,0.0012731974,8.81e-08,4.2374e-06,0.0012882502,0.0001971077,2.43455e-05,5.3082e-05,0.0003178053,0.0,3.46733e-05,0.000873281,6.77649e-05,6.56481e-05,0.0026792317,0.0032906874,0.0011456104,3.58e-08,3.6206e-06,0.0023852598,3.1609e-06,0.0018774026,0.0,3.6e-09,1.88763e-05,2.73e-08,0.0012436917,0.0001744496,2.8722e-06,0.0,2.8722e-06,6.47559e-05,0.0010583908,0.0,0.0,1.9922e-06,7e-08,0.0015163338,0.0008406139,0.0,0.0001744462,0.0,1.257e-07,2.06e-08,0.0,6.56481e-05,0.0,0.0,0.000113622,0.0018189872,0.0045571941,0.0057695439,5.92e-07,0.0,0.0010586011,0.0,3.49e-07,0.0014076785,4.432e-07,0.0001114259,5.43999e-05,2.055e-07,0.0025513954,3.206e-07,1.96e-08,0.0,8.4835e-06,0.0002283023,0.0071469521,1e-09,0.0015221283,5.5564e-06,1.8156e-06,6.56754e-05,0.001838788,1.6981e-06,6.77995e-05,1.23773e-05,0.0023475712,6.3813e-06,0.0001500911,0.0006046928,0.0011464589,0.0009400976,8e-10,7.6876e-06,1.9922e-06,1.82117e-05,0.0011463996
Dondozo,0.0,0.37321109,0.1031981303,28.8061515585,25.1721746333,0.0005975581,0.0938642793,0.178759957,46.8735524173,4.0665e-06,0.0079673148,0.440376353,0.0006944705,6.2614919696,0.131915891,55.0132279305,1.5643467938,3.8274048358,1.4955169575,0.0419535462,0.0017133743,214.6903052613,0.0120734975,0.0894971445,2.2914180987,0.358187765,0.0040873676,0.28848159,0.0541045113,0.0290499553,0.3395232178,0.1302888616,0.2036993876,0.0033994319,6.1139e-05,5.8327383954,0.1870653516,0.0121401418,48.2113355212,0.5562737942,0.2994981704,40.6321609922,0.038520858,0.605411147,48.7536240141,0.0011443841,0.027626261,0.0238281623,5.3492197796,0.0587587676,0.0530048575,0.0240261528,0.0307003573,197.6681903531,97.3245841789,0.1261807713,0.1218881484,0.137949727,128.8125254365,5.0821273398,0.115748195,0.2245509297,1.4434654026,2.8492838575,0.0293215676,0.0152932933,0.0657610239,1.0623656165,0.2239366531,29.6216814618,0.0049928765,3.6733635727,0.0013895745,1.5055026725,0.866356245,1.0145155002,43.1920572734,0.2637184987,0.05648591,18.535910404,0.0041473118,0.023457075,0.1678158679,3.490481825,3.12e-08,0.0331095771,0.0240627857,0.0263914418,24.9180299603,0.0079665515,8.6e-09,2.4624318062,2.5287130686,3.17204e-05,0.0011376927,39.2375843126,0.0033953422,0.1900894771,6.8423881971,39.5769011618,0.0334154456,125.1606308017,0.0419377046,3.7819864826,0.000542169,0.6058762406,0.0045775919,0.6428916307,0.9295185532,4.89e-08,0.0821365651,3.0534955128,0.0874096566,0.1612588828,0.1215233325,0.0987117925,155.9145299665,0.0699897107,0.0457863627,0.0,0.7797606702,3.072210878,3.6685089311,0.2813286556,0.1501738576,0.7462851137,0.0001383049,0.0067379849,50.0125258711,0.1603105375,0.0,0.0763476277,31.9106448655,0.0,100.6196004079,0.7047562732,0.9315733139,0.0,0.6964506472,0.0291073055,0.012790635,28.4332254646,0.1954826261,0.0028678744,0.0436207038,0.0015888268,10.1658796418,0.1671304903,0.016138146,0.0367713639,3.75544e-05,0.0065618381,67.7602491046,0.3942256886,184.002879131,0.022635688,0.2547500094,0.0016574959,0.0999520814,1.19202e-05,20.5643441183,2.0879803143,4.1466881872,0.1067214186,2.3468314938,5.0856803914,45.1495853784,0.0632737248,0.077641899,15.3137630044,0.479998591,0.0005196396,0.0018826537
Quaxwell,0.0,0.0,0.0,1.561e-07,0.0,0.0,0.0,0.0,3.03e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.701e-07,0.0,0.0,0.0,3.03e-08,0.0,0.0,0.0,0.0,1.561e-07,0.0,0.0,0.0,0.0,0.000859914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03e-08,1.81115e-05,0.0,0.0068018748,0.0,0.0,0.0,0.0,0.0,1.82816e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.561e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0068018748,6.6e-09,0.0,0.0,0.0,0.0,0.0,1.81115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068018748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.702e-07,0.0,0.0,3.03e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561e-07,1.81115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0068018748,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0
Hatenna,0.188333883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882701147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882701147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37683e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188333865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188333865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
