,Hattrem,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Oricorio,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Veluza,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Inteleon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Palossand,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Rotom-Fan,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Drifblim,Alomomola,Rotom-Mow,Hawlucha,Mudsdale,Torkoal,Venomoth,Polteageist,Grimmsnarl,Ampharos,Tauros-Paldea-Blaze,Iron Treads,Medicham,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Typhlosion,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Cyclizar,Gastrodon,Grumpig,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Bruxish,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Abomasnow,Roaring Moon,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Beartic,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Roaring Moon,0.0,0.4027347247,0.2262285219,451.4510286961,124.2833451184,0.0002576351,0.0553764801,0.1258516419,165.4098742019,0.067701233,0.5183036382,0.0075471602,7.79116e-05,62.0946662101,0.0470126454,17.8357600726,10.8810050294,7.9806622787,0.4753900493,2.3591866484,0.0023987964,28.0979370009,0.506986323,0.0465531443,1.3043165483,2.0218167416,0.3256474508,0.0091009343,1.6338121565,0.0041795577,0.0799864093,0.0663414449,0.4725437239,0.0100527247,0.2208488106,231.7962908101,0.0129051219,0.2461074225,398.55995405,9.3040286903,0.1069693569,66.5519033749,16.9628368842,0.413403543,29.7643713439,11.4005467016,0.4337432978,0.1017746041,0.7207828198,5.732623998,0.0029043768,0.0466622902,0.0043340905,27.1985508446,48.6542798144,0.0566587864,0.2047877136,0.0137595063,0.0615094309,0.1735565867,5.4362741545,0.1703093258,16.7673561568,1.3199067552,0.0456463372,0.0256103671,0.1526899433,46.0243651384,0.551350831,39.1786022757,0.0085794878,10.4839537305,0.0009778952,35.8754735355,7.5330463333,1.6973787014,0.2382173473,0.0187523449,0.0115576172,17.5006335387,0.1132461124,0.0761882753,0.432010991,82.1125079644,0.1995894899,0.3355893441,7.8475535764,4.570171154,166.6311074592,1.1161160857,0.0002961212,0.0710510633,345.8855221204,1.8110216443,0.006550829,98.56966604,2.0202244919,0.1338112028,67.9075377886,6.468782002,0.0712254266,0.3297761347,0.0989764169,0.302564952,3.1516e-06,150.7227484714,0.0169562995,3.3914843466,37.06781803,0.0006139624,0.0345529708,50.1623629371,0.0002358726,19.9707287355,0.1483259209,0.1199288364,82.9445240456,0.0751000288,0.0353258093,1.8487e-06,20.8219228276,5.3939427765,5.0250766505,0.1027654529,0.0288002292,0.1401255618,0.0079226219,4.1158143529,3.1811540818,4.9399261529,0.0,1.5622511223,151.682791155,10.1658796418,23.5642384217,2.3229842327,24.7731153361,2.5042e-06,6.0918257809,0.606656818,1.4896317587,17.093468534,0.0001780119,0.0059654212,0.0015153269,0.4319841697,0.0,0.0029286781,0.0592076205,0.2344696835,6.62078e-05,0.0073199168,129.9207904145,0.5381863388,326.0911693504,0.6869671945,15.8852046924,0.0003666784,2.9412609154,0.0002865045,9.4234758002,0.9395762905,41.7337149936,0.3520680438,6.1788738583,186.123169051,6.3988072873,0.0693909679,13.673966114,337.0291051284,0.0638998436,0.0450174902,0.0719241043
Iron Moth,0.0,9.0123216603,0.0980129247,457.4250026367,50.8743141136,0.0105194652,0.0112559554,0.7716066447,390.6505887466,0.0006519241,0.0003508821,0.0127974116,0.0002041984,36.2353188506,25.1288527787,7.2870107883,31.6285531894,40.7884750778,2.2692627873,0.0147681435,0.0238058605,5.7049001392,1.0809403844,0.2222982712,0.0606342425,1.9887017097,0.0782712874,0.009841748,0.0067334408,0.0002646126,0.2278475462,0.011575262,0.0161447555,0.8386142889,7.8e-09,112.7673697183,0.0113906515,0.0212276306,604.4003481386,0.5459295356,0.1878963417,184.5858477864,15.1378720868,0.0506051788,245.8296254991,0.0578199555,0.9213618812,0.5260474419,3.2329743414,4.7828775124,0.0001355427,0.0951287641,2.3213747616,8.4981201477,4.9607281713,0.0575467778,0.0739092108,0.0440564238,2.4824089028,0.022872458,2.1996143587,0.001005277,28.7859736306,3.3586668912,0.0045088121,0.0179840685,0.2089068879,50.3483920341,0.0618715794,22.3586013073,0.0399180364,1.7892282285,0.0002312071,112.0979233604,0.1656963531,0.0485210083,0.5229977784,0.000679545,0.000132998,19.1577382471,0.0116380174,0.0255500744,0.445516882,8.3871083537,0.0001732462,1.0955306256,0.0893069686,10.7356273963,346.6281540478,0.5895428017,3.8e-09,0.5792909908,279.4082661199,0.0573215862,0.0033253047,221.8178591058,0.3489210473,0.0045309325,67.7188699674,9.8742249601,0.1096260732,1.467241588,0.0134948252,3.1620333084,0.003958656,11.0480810077,0.0032130177,3.474439836,27.9925587993,0.02115429,0.0851020998,91.5074243565,0.0007095271,3.6187749701,0.3260335484,0.2207145905,94.3625715982,0.0048480484,0.037719884,2.8e-09,0.1598741488,52.4827840222,3.433307299,0.0724589178,0.1148479877,0.0145818651,0.0387168212,4.0826567368,1.0614834087,2.543471228,0.0,4.6962425107,249.8399582146,15.3137630044,85.9227329268,6.4159645006,13.9692605096,0.0,7.0235910077,0.0328680919,0.0744249517,3.1208299562,0.000354377,0.001327581,0.0124000507,1.7321535988,337.0291051284,0.3097397811,7.5897e-05,0.0393623202,0.0002874006,4.33695e-05,82.7131051701,0.0644319304,636.9001987492,0.0368166313,6.8167284753,0.0102316559,0.5035335904,0.0005536112,40.198405791,44.2913231606,58.3887819443,0.171725759,70.0023096256,58.4932798324,16.2342879338,0.0864692015,0.2541290742,0.0,0.6440298986,0.004649756,0.0017590297
Sunflora,0.0,0.0002201778,2.4845e-06,0.0,6.466e-07,0.0,0.0,9.16249e-05,0.0,9.4438e-06,2.292e-07,0.0,0.0,0.001658963,0.0,0.001657949,5.88e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03718e-05,0.0,0.0,0.0,0.0,0.0,8.17e-08,0.0,1.8e-09,0.0,3.4012e-06,0.0,0.0,0.0014800846,7.36383e-05,3.40297e-05,0.0125985147,2.965e-07,0.0,2.7e-09,0.0002540372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647122,0.0006645612,0.0,2.352e-07,1.821e-07,0.0011281268,0.0,0.0,3.42649e-05,0.0,0.0,0.0,0.0,1.06e-07,0.0,0.0,0.0002994602,0.0,3.3195e-06,0.0,0.0,1.6e-09,0.0,3.668e-07,1.6e-09,5.1601e-06,0.0003320787,0.0,1.84809e-05,4.74526e-05,0.0005662582,0.0,0.0,5.177e-06,0.0,0.0,7.401e-07,0.0,0.0,1.821e-07,0.0,0.0,3.668e-07,0.0,0.0,8.195e-06,8.18e-08,0.0006046366,0.0,0.0,3.668e-07,1.0124e-06,0.0313707738,0.0,0.0,3.40297e-05,4.3574e-06,0.0,5.91e-08,1.2812e-06,1.052e-07,0.0,1.053e-07,0.0056734342,0.0,0.0006231175,2.5657e-06,0.004357632,9.03718e-05,2.8547e-06,0.0,1.69e-08,0.0,0.0,6.474e-07,0.0,0.0,0.0,0.0,0.001657949,0.001657949,0.0016391613,6.8804e-06,0.0,0.0,0.0,1.0124e-06,0.0004695507,0.0,1.6e-09,0.0,1.99e-08,0.0,0.0177486639,0.0,0.0,0.0,1.2813e-06,0.0,0.0119212367,0.0,0.0288005225,0.0,0.0,2.965e-07,0.0,7.36383e-05,0.0,0.0014374646,3.5596e-06,0.0,1e-10,0.0274949284,0.0,0.0,5.88e-08,0.0,0.0,0.0,0.0
Iron Leaves,0.0,0.0,0.051212381,18.3972759972,0.9451153138,1e-10,0.0178855443,0.003604374,1.1978041452,7.9129e-06,0.0023690793,2.21725e-05,0.0,0.21934255,17.5307215345,1.3328612019,0.1425702772,0.0353878924,0.0016872163,0.0007998507,0.0010697516,0.8984653549,0.0047500367,0.0409733462,0.0001083603,0.0314757714,0.0413202369,0.0006651908,0.0107860762,2.9e-08,0.0536404529,0.0001416295,0.0009645587,0.0220086375,0.0,3.141287582,0.0002403637,0.0461279043,4.7712791207,0.0039582279,0.0376062801,0.312258288,0.0002530621,0.0006340245,0.24762385,1.2613e-05,0.002315927,0.0142049978,0.0197361964,0.0034484428,0.0053271934,6.3162e-06,0.0298087717,0.848489532,0.6898045914,9.879e-07,0.0010591793,0.0014497479,0.0994367341,1.07e-08,0.0003845372,4.66549e-05,0.2015326268,0.0062271304,0.0137615995,2.96116e-05,0.0010442508,6.3309146286,0.0108234406,0.124630513,0.007860607,0.3248570957,0.0006400644,1.5032157672,0.021030162,0.0001825347,0.0136176,0.0003436492,7.63367e-05,0.9388132523,0.0023136698,0.0004014693,1.11945e-05,0.4879406562,0.0004917596,2.6580763026,0.0014921696,0.0267838595,7.6936759997,0.0243202135,1.5828e-06,0.0089765798,1.8668192123,6.74714e-05,1e-09,1.8091043347,7.2e-08,6.5573e-06,0.0218382129,0.5360660375,0.0008194544,0.0006705323,2.27186e-05,2.0218358048,0.0353949683,1.0764584331,3.18e-08,0.0630381905,0.4343705674,0.000126902,0.0024351335,11.4462545034,0.0023066503,0.0211512517,0.0452381601,0.0827368905,1.5745457221,0.0001229667,0.0013613614,9.97792e-05,0.167920594,4.6079200757,0.060480475,0.0003197321,0.0064731187,0.0024860412,0.0103787927,0.0137747222,0.0120727809,1.25632e-05,0.0,0.0088226181,0.5903105317,0.37321109,0.8822004956,0.0341378942,0.7964067514,0.0,0.0327809039,0.0970070504,0.0009222536,0.9362445479,8.509e-07,0.0016044738,0.0125020428,5.30018e-05,0.4027347247,1.16557e-05,1.76747e-05,2.98585e-05,3.6166e-06,0.0001204802,0.5987999135,0.0100488596,3.7923128916,0.0043037331,0.0164478314,4.7961e-06,0.1089341222,7.7189e-06,0.0289047877,0.0058881375,2.7126445054,0.0208250419,0.0098702594,1.3723392737,0.1287534339,0.0018178231,0.0023229875,9.0123216603,0.0003406424,0.0001740671,5.4893e-06
Mareep,0.0,0.0,4.8478e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84511e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8478e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8478e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8478e-05,0.0,0.0,1.43473e-05,0.0,1.43473e-05,0.0,0.0,0.0,0.0,0.0,1.43473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growlithe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001148436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77033e-05,0.0,0.0,0.0,1.77033e-05,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,1.77033e-05,0.0,0.0,0.0,0.0,0.0
Eevee,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.613e-06,3.78964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.529e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.494e-07,0.0,0.0,4.4624e-06,0.0,0.0,0.0,2.62537e-05,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,5.281e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.494e-07,3.69436e-05,9.13595e-05,0.0,0.0,9.529e-07,0.0,4e-10,1.15703e-05,1.922e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6873e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,8.494e-07,0.0,8.23045e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.281e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,1.15703e-05,3.69435e-05,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,1.06898e-05,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.286e-07,0.0,3.78965e-05,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.281e-07,0.0,0.0,0.0,0.0,0.0,9.14116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,9.529e-07,0.0
Sunkern,0.0,0.0,0.0,0.0003206963,0.0,0.0,0.0,4e-10,5.329e-07,9.4438e-06,0.0,0.0,0.0,1.36e-07,0.0,8.82192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003212682,0.0,0.0,0.0,3.253e-07,0.0,0.0,1e-09,0.0,0.0,0.0,7.64848e-05,0.0,0.0,0.0,7.64848e-05,1.00813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.253e-07,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,0.0,0.0,0.0,3.253e-07,0.0,1.096e-07,0.0,2.55e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-08,0.0,0.0003206973,0.0,0.0,0.0,7.64848e-05,0.0,0.0,0.0,8.82192e-05,0.0,3.257e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.8105e-06,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82192e-05,0.0,0.0,0.0,0.0,0.0,1.69e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82192e-05,7.65106e-05,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.096e-07,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.253e-07,0.0,0.0003206963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,8.82192e-05,0.0,0.0,0.0
Dratini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houndour,0.0,0.0,0.0017880096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017880096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009845029,0.0017880096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017880096,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonsly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,5.361e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8161e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.765e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oshawott,0.0,0.0,0.0001233931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0623e-06,0.0,0.0,0.0,0.0,1.0623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001233931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001233931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001233931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001233931
Cubchoo,0.0,0.0,1.26581e-05,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,1.26581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26581e-05,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shroomish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.329e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315e-05,0.0,1.79e-08,0.0,1.123e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.123e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.79e-08,0.0,1.63315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315e-05,0.0,0.0,1.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yungoos,0.0,0.0,0.0,0.0005550678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005550678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15e-08,0.0,0.0,0.0,0.0,0.0005550678,0.0,0.0,0.0,0.0,0.0,0.0,6.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005550678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
