,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Bronzong,Noivern,Garchomp,Pincurchin,Scream Tail,Appletun,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Lilligant,Toxapex,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Frosmoth,Leafeon,Slowbro,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Chansey,Hippowdon,Blissey,Mismagius,Basculin,Brambleghast,Sylveon,Gardevoir,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Misdreavus,Iron Treads,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Sawsbuck,Umbreon,Annihilape,Rabsca,Dragalge,Tauros-Paldea-Aqua,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Chi-Yu,Vaporeon,Orthworm,Froslass,Dragapult,Hariyama,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Golduck,Hattrem,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Veluza,Tauros-Paldea-Blaze,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Abomasnow,Gallade,Tatsugiri,Oricorio-Pom-Pom,Qwilfish,Beartic,Clawitzer,Gogoat,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Lechonk,Slither Wing,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Hydreigon,Forretress,Roaring Moon,Iron Moth,Flamigo,Drednaw
Chansey,3.8549e-06,0.0161972893,0.0008604734,0.0,4.397e-07,0.0040514532,0.0,0.0,0.0007323393,2.113e-07,0.0,0.0,1.61186e-05,0.026060349,0.3230398631,0.0,0.0,0.0,0.4280920062,3.3708e-06,5.23e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000879441,4.74737e-05,0.0,0.0,0.0018390783,0.0009180582,0.0,0.0014864908,1.0588e-06,4.3e-09,0.0,0.0009025575,0.0,0.0,0.0,0.0,4.6e-09,0.0,0.0,5.23e-08,0.124258488,0.342371307,0.0,0.0,3.98e-08,0.0001492417,0.0,0.0,0.0,0.0,0.0,4.1e-09,5.818e-07,2.33339e-05,1.44e-08,0.0,0.0,0.0,1.63299e-05,8.042e-06,0.0,4.3e-09,0.0006979517,0.0,0.0,0.0,0.2014575486,2.95302e-05,0.0,0.0,1.9155e-05,0.0,0.0956010392,0.0,0.2077262191,0.0008900266,1.0588e-06,0.2044681151,0.0,2.113e-07,0.0,0.0269126097,0.0,3.5e-09,8.0935e-06,0.3425306957,0.0,0.0,1.9768e-06,0.0,3.467e-07,3.3708e-06,0.0,0.0,0.0,0.0,0.6582794769,0.0001076442,0.0,0.0,0.0,0.0001078555,5.58257e-05,0.0,0.0,0.0,1.55e-08,0.0,0.0008604673,0.0013107796,0.2978049045,0.6544197076,4.6e-09,1e-10,0.0,0.0,1.9911e-06,0.3427250925,0.0,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.2977790025,0.0094150932,0.2992088227,0.0,0.0,1.198e-06,3.8405e-06,4.1e-09,0.0008979171,6e-09,0.0,0.0001752716,5.18365e-05,0.0,0.0003626847,0.005471046,5.18366e-05,0.0
Sunflora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644522,0.0,0.0,0.0,0.0,0.0,2e-10,2.9761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0011674285,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0011644522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9761e-06,0.0,0.0,0.0
Hippowdon,0.0,0.0100368704,0.0001412102,0.0,0.0009514357,0.0457816912,0.0014332577,6.222e-07,1.24434e-05,0.0,0.0,0.0,9.31161e-05,3.15e-07,0.0,0.0,0.0,0.0,0.0002132607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089479732,0.0,6.5e-09,0.0002189269,0.0013959348,0.0,0.0024737232,0.0,1.31e-08,6.374e-07,1.09051e-05,0.0,1.32e-08,6.374e-07,0.0,4.49811e-05,0.0,0.0,0.0,0.0055608369,0.0,0.0047353486,3.98e-08,0.0,0.0022795412,0.0,0.0,0.0,1.9052e-06,1.084e-05,0.0,0.0,0.0007587427,0.0,0.0,1.24026e-05,0.0,0.0047353494,0.0002283036,0.0,0.0,0.0,0.0,0.0,0.0,0.0008936169,0.0,0.0,0.0,1.54e-08,1.08265e-05,4.10647e-05,0.0,0.0007369178,0.0011348258,0.0,0.00019691,0.0,0.0,0.0,7.45433e-05,0.0,0.0003374695,1.24026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382506412,1.54e-08,0.0,0.0,0.0,0.0,3.305e-07,0.0,0.0,0.0,0.0,0.0001375496,0.0,0.0381925184,0.0020091676,0.0379852393,0.0020910689,2.11e-08,7e-10,0.0,0.0,4.24684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0047353486,0.0,8.99978e-05,0.0,0.0016064277,0.0,0.0,0.0,0.0,1.14929e-05,0.0,4e-10,0.0356243143,1e-10,0.0001690089,0.0,0.0047353506,8.70619e-05,0.0,6.5e-09
Lycanroc-Dusk,1.37e-08,0.0739799677,5.887e-07,0.0,0.0,2.48e-08,0.0,1.65e-08,4.1e-09,0.0,0.0,0.0,0.0010120424,1e-10,5.89e-08,0.0,4.1e-09,6.841e-07,0.0,0.0,6.841e-07,4.6e-09,0.0,3.65631e-05,1.313e-07,0.0,0.0,0.0,0.0,0.0117106726,2.51097e-05,0.0,1.08742e-05,0.0,1.504e-06,4.70156e-05,0.0,0.0002043054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69737e-05,1.57882e-05,0.0,0.0740082197,0.0,0.0,0.0,0.0,4.373e-07,0.0,0.0,0.0,0.0011752052,0.0,0.0,0.0,0.0011752052,0.0009059035,0.0,0.0,0.0,4.373e-07,0.0014429831,0.0,0.0,0.0009059036,0.0,0.0,0.0,2.24468e-05,1.504e-06,0.0061285718,0.0002009284,1e-10,0.0115937185,0.006128592,1e-10,0.072388952,0.0,4.6e-09,0.0014440872,4.2e-09,0.0,1.504e-06,0.007178135,0.0,0.0002587274,0.0,0.0,0.0,0.0,5.49e-08,0.0,0.0063211866,0.0,0.0,0.0,0.0,9.6005e-06,0.0783386336,4.6e-09,0.0,0.0,0.0,0.0,0.0127877484,0.0,0.0,1.2627e-06,0.0002009284,0.0,0.0,0.000134453,4.6e-09,0.0115937231,0.0115937185,0.0723242452,0.0,0.0,0.0002394297,0.0009071662,9.2e-09,9.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0060025264,0.0,0.0086326848,0.0,0.0,0.0,0.0,1.2627e-06,0.0003455547,0.0,0.0061285718,9.957e-07,1.05552e-05,6.841e-07,1.358e-07,4.74912e-05,0.0009059035,0.0
Skuntank,0.0,1e-10,0.0,0.0,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-08,1.9e-09,0.0,1.99e-08,0.0,6.30063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.30063e-05,0.0,1.99e-08,6.6e-09,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.30263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.30263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,2.036e-07,0.0,0.0,0.0,0.0,1e-10,1.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036e-07,0.0,1.9e-09,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036e-07,0.0,1e-10,0.0,0.0,0.0,6.30063e-05,0.0,0.0
Lurantis,0.0,0.0,0.0001880069,0.0,0.0,5.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,5.2e-09,0.0,0.0,0.0,5.2e-09,0.0,5.1586e-06,0.0,0.0,0.0001922775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06e-08,4.56e-08,0.0,0.0,0.0,0.0,0.0,0.0025391598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001922775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025391598,0.0,0.0,0.0025391598,0.0,0.0,0.0,0.0,0.0001922775,4.06e-08,5.1586e-06,2.68e-08,5.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56e-08,0.0,0.0,0.0,0.0,5.1586e-06,0.0,0.0,0.0025391598,0.0,0.0,0.0,0.0,5.1586e-06,0.0,0.0,4.06e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.68e-08,0.0,0.0,2.68e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0025391866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2759e-06,0.0,0.0,0.0,0.0,0.0,0.0
Mismagius,0.0,1.26e-08,0.5186255459,0.0,4.201e-07,0.5201232062,1.9443e-06,0.0,7.09475e-05,0.0,0.0,0.0,0.0029203589,8e-10,0.0,0.0,9.49e-08,0.0007718509,0.5186255459,8e-10,0.0,0.0,0.0,0.0,0.0014970403,1.6e-09,0.0,0.0,0.0,0.000192343,1.261e-07,0.0,0.0001690691,0.0,0.0,3.34354e-05,0.0,0.0013882388,0.0,0.5186255459,0.0,0.0,0.0,0.0,7.07118e-05,0.000772271,0.0013879264,0.0,1.07015e-05,0.0014970403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,2.998e-07,0.0,0.0,0.0,2.476e-07,0.0,0.0,1e-10,1.9443e-06,0.0,0.0,9.83573e-05,0.0,0.0,0.0001420115,8.5869e-06,0.0007718509,0.0,9.83573e-05,0.0,0.0,1.015e-07,0.520123275,0.0,0.0,7.17003e-05,0.0,0.0001213292,0.0,5.008e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.15e-07,1e-10,9.83573e-05,0.0,0.0,0.0,0.0001127423,0.0,5.1571e-06,0.0,0.0,0.0,0.0007719405,0.0,9.49e-08,0.0,0.0,0.0,9.89654e-05,0.0,0.0,0.0,9.54e-08,8.07e-08,8.96e-08,0.0,0.0013879389,1.19e-08,0.0,3.34353e-05,0.0,8.5869e-06,0.0,0.0,2.357e-07,0.0,1.6e-09,0.0,1e-10,0.0,0.0001422968,0.0,0.0,8e-10,6e-10,3.014e-07,0.0,8e-10,8.96e-08,0.0007718509,0.0,4e-10,4.5017e-06,0.0,0.0,0.0
Basculin,0.0,3e-10,0.0,0.0271127984,0.0,0.027112799,0.0,0.0,3.67905e-05,0.0,1.06e-08,0.0,2e-10,0.0,2.6e-09,3.72e-08,0.0,0.0,2.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.185e-07,3.73e-08,0.0,2.3e-09,0.0,0.0,3e-10,0.0105184715,0.0,0.0,0.0530437816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174e-07,1.06e-08,0.0,3.67905e-05,0.0,3e-10,0.0,1.271e-07,3.3e-09,0.0425254407,1.06e-08,3.67905e-05,3.56e-08,0.0,0.0,1.21e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,2e-10,0.0,2.0279e-06,0.0,0.0,2.0272e-06,0.0105204987,0.0,2.0275e-06,0.0,0.0,0.0,0.0,1.23e-08,0.0,1.305e-07,0.0,0.0,0.0,0.0,0.0,0.0271127984,1.271e-07,0.0,0.0,0.0,3.3e-09,0.0259699183,0.0,0.0,0.0154125117,2.3e-09,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,3.73e-08,0.0,3.67905e-05,0.0,6e-10,0.0,0.0,2e-10,0.0,2e-10,1.271e-07,1.177e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0154125117,4e-10,3e-10,0.0,0.0,6e-10,1.1e-09,0.0,0.0
Brambleghast,1.1441e-06,0.0093953983,1.18915e-05,2.403e-07,1.07067e-05,0.0002437158,0.0,1e-10,0.0001073325,9.98e-08,7.22686e-05,1e-10,0.0001116403,2.3e-09,0.0093994849,0.0003297331,1.12e-08,3.22e-08,3.5893e-06,0.0,0.0,0.0,0.0,2.0079e-06,5e-10,0.0,0.0,0.0,0.0,0.0007580032,1.196e-07,4.6128e-06,0.0004006347,0.0,0.0,2.3e-09,1.1646e-06,0.0008858915,2.514e-07,0.0167331791,2.3e-09,0.000234171,0.001929882,0.000234171,1.073e-07,0.0007541546,0.0007929379,0.0,0.0015953838,0.0,1.13e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.1089e-06,3.26e-08,3.7811e-06,0.0001238348,2e-10,3.2e-09,0.0012408824,2.2e-09,0.0,0.0088040966,0.0019288438,1.6193e-05,1.12e-08,5.3831e-06,1.47247e-05,0.0,0.0,0.0084293944,0.0,0.0,0.0,0.001388867,9.98e-08,0.0,0.000819022,0.0005842192,0.0084454702,0.0,0.0353078902,0.0,0.009406245,0.0,0.0009715793,0.0,1.1441e-06,2.5738e-06,0.0,0.0,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0,0.0007877305,0.0017227104,2.5738e-06,0.0,2.91029e-05,0.0,6.2551e-06,0.0179547807,2.91029e-05,0.0007541542,1.59874e-05,0.0008859976,1e-10,0.0,0.0087642787,0.0007562638,0.0108457938,0.0147802722,0.0003103149,0.0004606682,0.0,0.0,0.0001965993,0.0,0.0,0.0003103149,0.0,0.0,0.0,0.0,0.0,0.0147802722,2.05e-08,0.0012251244,0.0,0.0,0.0,2.976e-07,1.51e-08,2e-09,1e-10,0.0,4.19364e-05,0.0,0.0,0.0001976724,0.0006401646,0.0,0.0
Noibat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croagunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primeape,1.2142e-06,0.0,1e-09,0.0,0.0,0.006409508,0.0,0.0,4e-10,0.0,0.0,0.0,5.4e-09,0.0,0.0,0.0,0.0,0.0,0.0001586199,0.0002930793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38707e-05,0.0,9.9e-09,1e-09,0.0,0.0,0.0,1.2134e-06,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7594e-06,0.0,0.0,3.3708e-06,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0045649159,0.0,0.0,0.0,5.38699e-05,0.0,0.0,0.0,0.0107412277,0.0,0.0,0.0,0.0001586199,0.0,4e-10,0.0,1e-09,0.0045672558,0.0,9.997e-07,0.0,5.38699e-05,0.0,0.0,0.0,0.0002897078,0.0,0.0,0.0001586199,0.0,0.0061197999,0.0,0.0046634091,3.3708e-06,8e-10,1.5e-09,0.0,0.0,9.993e-07,0.0,0.0,0.0,0.0,0.0,0.0001498906,1.7594e-06,0.0,0.0,0.0002167669,0.0,5.1e-09,1.58e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2134e-06,0.0061215692,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0002151319,0.0,0.0061209246,0.0,0.0,0.0,5.72425e-05,5.92757e-05,0.0,5.38699e-05,0.0,0.0,0.0,0.0,0.0,0.0045649159,0.0,0.0
Greavard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sylveon,0.0,0.0058306542,0.0363721695,0.0,0.0004375476,0.0617810701,4.3e-09,3.1698e-06,0.0171522313,0.0,0.0,0.0,0.1170477453,1.01e-08,7.45e-08,1.3849e-05,0.004819518,0.0,1.224e-05,0.0512098831,0.0,0.0,0.0,0.0001880146,0.0087004158,0.0001298731,0.0,4.0045e-06,2.6599e-05,0.0090670673,0.0002474647,0.0,0.056139884,0.0,0.0,0.1199211024,0.0087270141,0.0024029084,8.3805e-06,0.0255097022,0.0,0.0097858651,0.0075990128,0.0,0.0,1.22392e-05,0.0,4.091e-07,0.0149396874,4.33251e-05,8.47e-08,0.0,1.9052e-06,0.0001298714,1.6e-09,0.0,2.1089e-06,0.0,3.4963e-05,0.0,0.0199387937,0.001789203,0.0017912795,0.0,0.0047943391,0.0,0.025223241,0.0663143187,0.1052281252,0.0,0.0005200195,0.0073730122,0.0,3.7666e-06,0.0147792462,0.0,0.0003143624,0.0,0.0310526619,0.0,2.2685e-06,9.8789e-06,0.0254984894,0.023673588,0.0015151097,0.1321796776,0.0002306979,0.0173765295,0.0,0.0415439786,5e-10,0.071756727,0.0097858652,1.02e-08,0.0,0.0001298714,3.42556e-05,0.0,0.0048771882,0.0,0.0,0.0,0.0091605342,1.32e-08,0.1447430398,0.0,0.0,0.0,8.41e-08,0.0023990391,0.0016358492,0.0,0.0005378323,0.0,0.0053064354,6.87382e-05,0.0,0.1407432228,0.001419945,0.1569610643,8.64562e-05,2.52717e-05,1.224e-05,0.0,0.0,0.1144898668,0.0,3.505e-07,0.0,0.0007337252,0.0,0.0,1.7e-09,0.0,0.0,3.51576e-05,0.0338298741,0.0011752052,0.0,2.7614e-06,4.1757e-06,0.0029039185,3.498e-07,8.3644e-06,0.0091605342,0.0049873706,7.06214e-05,0.0,0.1052675454,0.0058315947,0.0,0.0
Klawf,0.0,6.12925e-05,0.0,0.0,0.0,0.0014060469,0.0,0.0,1.5398e-05,0.0,1.28e-08,6e-10,0.0003020703,0.0002439586,0.0,1.71213e-05,0.0,0.0,1.17622e-05,0.0,0.0,0.0,0.0005185394,0.0073157566,1.69e-08,9.5166e-06,0.0,0.0,0.0,0.0012315879,0.0,0.0010633736,5.3613e-06,0.0073157566,0.0073157566,6e-10,0.001053857,0.0010707567,0.0001551216,1.79871e-05,0.0,0.0,0.0010001621,1.1e-09,1.62e-08,0.0,0.0002607061,0.0,5.87588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68444e-05,0.0,3.15666e-05,0.0,3.77816e-05,0.0,0.0,1e-10,0.0002438616,0.0,5.0592e-06,6.12925e-05,0.0,0.0,1.34528e-05,2.764e-07,0.0,0.0,0.0022809814,2.7417e-06,0.0,1.42831e-05,0.000519655,0.0,8.21e-08,1.7e-09,2.449e-07,0.0012756638,1.2e-09,0.0018683988,8.2e-08,3e-10,0.0,0.0,0.0073157566,0.0,2e-10,0.0,0.0,0.0005280557,5.2654e-06,0.0,1.42828e-05,0.0,0.0,0.0,0.0,1.68447e-05,1.3535e-05,9.56e-08,0.0,1.62e-08,0.0,1.34531e-05,1.68994e-05,3.15666e-05,0.0,0.0,0.0010600585,1.68994e-05,0.0,1.1151e-06,3.8427e-06,0.0010370759,0.0,0.0009927794,0.0,0.0,0.0,1.70536e-05,0.0,0.0,3.78497e-05,0.0,0.0,0.0,0.0,0.0,0.0012756642,0.0,0.0005448269,1e-10,0.0,0.0,3e-10,4.7836e-06,0.0,6e-10,0.0013134434,1.3871e-06,2e-10,1.62e-08,5e-10,1.386e-06,2.6589e-06,0.0
Hariyama,0.0,0.1034045038,0.0189122429,0.0,3.34384e-05,0.3567244687,0.0,0.0005705711,0.3547455911,3.34284e-05,0.003140365,0.0,2e-09,0.0,0.0,0.0,0.0,0.0,0.0005705711,0.0,0.0,0.0,0.0,0.0073159395,0.0,0.0,0.001527819,0.0,0.0,0.0015278344,0.0,0.0,0.0,0.0073157566,0.0073157566,1e-09,0.0,0.0,0.0,0.0031672194,7.3e-09,0.0,0.0,0.0,0.0005705711,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.018933288,0.0189122408,3.34284e-05,0.0,5.40146e-05,0.0,7.3e-09,0.0,5.41995e-05,0.0,0.0,0.0,6.6e-09,0.0,0.0,1.01e-08,0.0,0.3535964891,0.0,0.0887478368,0.0,0.0015282157,0.0,0.0876527236,0.0,1.64e-07,0.0,0.0,0.0,0.0,7.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856132547,0.0,0.0,5.157e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.331e-07,0.0,0.0,0.0011147479,0.3546906243,0.0844932213,0.0,5.40146e-05,0.0005705711,3.34284e-05,0.0,0.3557021528,0.0,1.639e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40146e-05,0.0,0.0,0.0,0.0,1.639e-07,1.94e-08,0.0,0.0015283401,0.0,0.0,0.0,0.0189190003,5e-10,0.0,0.0
