,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Starly,0.0,2.4423e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.50678e-05,0.0,7.50678e-05,0.0,0.0,0.0,1.43157e-05,6.0869e-06,1.87e-08,1.43157e-05,0.0,0.0,2.4423e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02162e-05,0.0,0.0,1.45072e-05,0.0,0.0,6.0879e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0869e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4423e-06,0.0,0.0,4.99e-08,0.0,2.72435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0869e-06,0.0,0.0,4.461e-07,0.0,0.0,0.0,0.0,6.0869e-06,0.0,0.0,0.0,0.0,2.62863e-05,0.0,0.0,0.0,0.0,0.0,2.4423e-06,0.0,2.026e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.026e-07,0.0,0.0,2.57904e-05,0.0,0.0,0.0,4.99e-08,0.0,0.0,0.0,0.0,0.0,4.471e-07,0.0,0.0,0.0,4.461e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-08,2.57904e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6177e-05,2.4423e-06,0.0,0.0,0.0,1.1e-09,1.1e-09,0.0
Varoom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stantler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022397781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022397593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022397593,0.0,6.01e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76e-08,4.2555e-06,6.01e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,4.2555e-06,1.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0022397593,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2555e-06,0.0,0.0,0.0,0.0,0.0,1.76e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76e-08,0.0,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76e-08,0.0022397593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pupitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delibird,0.0,6.00637e-05,0.0,0.0004370011,0.0,0.0,0.0001365104,0.0,2.1e-09,0.0,0.0,2.2181e-06,0.0,0.0,0.0,0.0,0.0,0.0001269802,0.0,0.0,1.11425e-05,0.0,0.0003103505,0.0,0.0,0.0,6.00637e-05,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0001165257,0.0,0.0,0.0,0.0001938248,0.0001165257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5302e-06,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,9.5302e-06,0.0004370011,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,7.12062e-05,0.0,0.0,0.0,0.0,1.11425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001269802,2.1e-09,0.0,0.0001938248,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,1.11425e-05,1.4126e-06,0.0,0.0,0.0001165257,0.0,0.0001165257,0.0,0.0,0.0,2.1e-09,0.0001269802,0.0,0.0,0.0001269802,0.0,0.0,0.0,0.0,0.0,0.0004370011,0.0,6.00637e-05,0.0,1.4126e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,2.2181e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0001938248,0.0,6.00637e-05,0.0,0.0,0.0,0.0,0.0,1.11425e-05,0.0,0.0,0.0004370011,0.0,0.0,0.0
Rockruff,0.0,2.28588e-05,0.0,0.0,0.0,0.0,7.72e-08,0.0,0.0,0.0,0.0,0.0,2.28588e-05,0.0,0.0,0.0,0.0,7.72e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72e-08,0.0,0.0,0.0,0.0,7.72e-08,0.0,0.0
Toxel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastly,0.0,2.396e-07,0.0,0.0,0.0,0.0,3.3e-09,0.0,0.0,0.0,0.0,0.0,5.36e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021e-07,0.0,0.0,0.0,0.0,0.0,2.396e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.021e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.932e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudowoodo,0.0,0.0,0.0,0.0,0.0,0.0,9.07e-08,0.0,9.402e-07,0.0,0.0,0.0,1.7087e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4551e-06,1.1224e-05,0.0,0.0021891921,0.0,7.45e-08,1e-10,0.0,1.10934e-05,1.7087e-06,0.0,0.002190223,0.0,0.0,1.36832e-05,0.0021891921,0.0,2.9e-09,0.0021891921,0.0,0.0001306088,0.0,1.5486e-05,0.0,0.0,0.0,0.0,0.0,9.08e-08,0.0,1e-10,0.0,1e-10,0.0,2.9e-09,2.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10933e-05,0.0,6.38229e-05,0.0,6.68766e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.45e-08,1.5486e-05,4.3363e-06,0.0,0.0002386125,0.0,1.1224e-05,0.0,0.0,0.0,6.68766e-05,1e-10,7.45e-08,3.4551e-06,1e-10,2.9e-09,0.0002386125,1e-10,0.0,0.0002497087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0002386125,6.68766e-05,0.0,6.37322e-05,0.0,0.0,0.0,0.0,7.45e-08,1.7832e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.402e-07,0.0,0.0,0.0,0.0002651918,0.0021891921,6.37322e-05,0.0,1.2e-08,0.0,3.4551e-06,0.0,0.0,9.08e-08,0.0,1.64261e-05,0.0,0.0,9.402e-07,0.0,0.0,0.0,0.0,0.0,0.0
Tauros-Paldea-Combat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009955752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304e-07,0.0,0.0,1.78304e-05,0.0,0.0011462063,0.0,0.0,0.0,0.0,0.0,0.0009955752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021417815,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,2.304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009955752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78304e-05,0.0,0.0,1e-10,0.0,0.0011462063,0.0009955752,0.0,0.0,0.0011464368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1.78304e-05,0.0,0.0,0.0,0.0,0.0,0.0011462063,0.0,0.0,0.0,2.305e-07,0.0,0.0
Sprigatito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lechonk,0.0,0.0,0.0,0.0,2.21538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19087e-05,5.19087e-05,0.0,0.0,0.0,7.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-09,0.0,2.21538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19087e-05,2.21538e-05,8.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crocalor,0.0,0.0,1.08367e-05,0.0,0.0,0.0,7.469e-07,0.0,0.0001381646,1.18523e-05,4.7485e-06,0.0,0.000143569,0.0,0.0,0.0,5.5111e-06,1.18523e-05,0.0,0.0,5.5111e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18523e-05,4.8043e-06,7.469e-07,0.0,6.839e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677e-05,0.0,0.0,0.0,0.0,0.0,1.18523e-05,0.0,0.0,0.0,0.0,0.0,4.7485e-06,7.469e-07,0.0,6.839e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469e-07,0.0,3.8416e-06,1.5486e-05,0.0,6.839e-07,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1.284e-06,0.0,0.0,1.66008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001365457,0.0,0.0,0.0,5.5111e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.351e-07,0.0,0.0,0.0,0.0,0.0,5.5112e-06,0.0,0.0,0.0,0.0,0.0,6.839e-07,0.0,0.0,0.0,0.0001520316,0.0,6.4463e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.351e-07,1.67699e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001365457,0.0,4.8043e-06
Sandaconda,0.0,0.0019396825,5.1e-09,0.0009577984,0.0,0.0125778547,7.42e-08,0.0,6.79926e-05,0.0,0.0028050459,0.0,0.0028395652,0.0,0.0009581875,0.0,0.0,4.3e-09,0.0,0.0,0.0009577979,0.0,0.0001939395,0.0,0.0,0.0,4.6e-09,0.0,0.0,0.0,3.4551e-06,2.7e-08,0.0,0.0,0.0002539537,0.1495279385,0.0,0.0,0.0028049668,0.0004391605,0.0,0.0016944571,2.976e-07,0.0164311279,4e-10,4e-10,0.0,0.0,0.0,2.3508e-06,1e-10,0.0,4.3e-09,0.0,2.7e-08,2.3508e-06,0.0,0.00014295,0.0,0.0,0.0,1.664e-07,4.6e-09,0.0,0.0,0.0,0.0124349047,6.9437e-06,0.0002539442,0.0,0.0007985933,0.0,0.1495278552,0.0124353222,0.0,0.00014295,4.84855e-05,0.0,6.40232e-05,0.0,0.0,0.0,0.00014295,0.0,0.0,0.0,5.19252e-05,0.0026753257,0.0141524423,0.0008350036,0.0002610226,0.0025152769,0.0,7.0785e-06,0.149532494,9.6e-09,0.0,3.4551e-06,0.0028240828,0.0016944571,9.40121e-05,0.0,0.0016945863,4.3547e-06,2.99934e-05,0.0184884775,0.0,0.0,0.0016944571,2.7e-08,0.0,0.0124648935,0.1495293274,0.0,0.0,0.0,2.11e-08,0.0025861488,0.0,3.994e-07,4.5494e-06,0.000245221,0.0025869471,0.0001656451,0.0,0.0139301028,4.5494e-06,0.0,0.0,0.0,0.1662502449,0.0,0.0,0.0,2.7e-08,1.81e-08,1.91243e-05,0.0,1.91224e-05,0.0,0.0027775849,0.0,0.0007985952,2.3508e-06,0.0,0.0,0.0,0.000245221,0.0,4.3e-09,0.0139174289,2.99889e-05,0.0003179674,7.0785e-06,1.52818e-05,1.598e-07,0.0,0.0009578151,1.134e-06,0.0,0.0
Grimer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagon,0.0,0.0,0.0,1.711e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mareanie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pineco,0.0,0.0,0.0,0.0,0.0,0.0,3.649e-07,0.0,0.0,0.0,3.794e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-08,0.0,0.0,0.0,0.0,5.73685e-05,0.0,0.0,8.95172e-05,3.05361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.907e-07,0.0,0.0,0.0,0.0,0.0,9.238e-07,0.0,2.907e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01e-08,1.44e-08,0.0,0.0,0.0,0.0,1.839e-07,8.87e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.794e-07,0.0,8.78444e-05,0.0,0.0,0.0,0.0
