,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Toxapex,0.1618705452,0.1233231643,27.6918829099,12.3668798324,4.04415e-05,0.0213755117,0.0284503369,2.96093e-05,142.5842005923,0.2295447274,0.0254176847,1.4638541873,12.1048541188,2.6447809649,0.5391302805,17.5219359812,0.1325509643,0.375807845,0.0023799319,2.59013e-05,0.0,0.0701337121,0.0003614995,0.0055337472,0.0003898494,0.0856693049,0.0008292654,0.010556747,0.1558292642,0.0,3.37894e-05,0.0010615283,6e-10,0.0106563133,0.010337315,0.7191260808,0.0058695994,6.28787e-05,20.0420138518,0.1494791128,0.0078771049,8.0861542354,0.0054930252,0.5219594369,0.0003397398,119.264781485,0.0636116446,6.5423e-06,0.0770360385,0.7827330457,0.0005534579,0.0002476515,25.6049343096,3.2527958989,0.0018819588,0.0002245158,6.3911356133,1.8679756678,17.0735462606,0.3377899383,0.0006474715,2.924e-07,3.0768899498,0.0353438525,2.8743e-06,0.1861203324,0.0198792624,2.3795694179,0.003268043,0.0,0.016610954,1.5246288237,5.3138726966,2.2141700294,0.0177426552,14.9196384143,0.1736511269,0.0067490116,0.0002557525,0.2039056923,0.0063353386,9.538e-07,5.854e-07,0.2445034564,0.3948678629,6.861392597,0.0004790538,39.5859186472,16.9305726998,0.0366784106,0.0002023768,0.5510460242,0.0336321275,0.0016469178,29.2898720504,0.0003951782,8.9036e-05,0.0,1.0680236879,0.0930942728,6.80439e-05,15.0038285546,2.4776302299,0.372742029,0.0631199717,0.1458108725,0.4047602601,0.0,2.2890200783,1.2149e-06,0.0448415428,0.3365651228,141.8016861114,0.0014469958,1.25119e-05,2.03911e-05,1.8981265218,1.4992635724,0.0024456598,1.5272971644,1.9881346198,0.1554647507,93.301944591,0.1743545619,18.3543081542,0.8684163874,3.6534206706,1.4169791402,0.0068619245,0.0010300455,32.5858260982,4.5e-09,0.0001063909,0.0015024706,0.0002262878,0.0281048066,3.4228916976,2.37e-08,2.99086e-05,0.0207715313,7.4461199118,0.0196526375,171.1066958616,6.27e-08,0.0053976205,0.1634754111,0.0009577979,0.0082598458,0.0013338415,0.0298644387,0.016225721,1.8605613594,0.0024005219,0.0361926065,2.127915591,14.7090688382,0.0014276137,0.5214892604,2.1000144068,0.4216810324,0.0002243788
Fuecoco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010077644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010077644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010077644,0.0010077644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010077644,0.0,0.0,0.0,0.0,0.0,0.0
Tauros-Paldea-Aqua,0.0,0.0161372607,1.1553014557,0.402619457,0.0389666923,0.0250070192,0.0073392106,0.0,3.1984662471,6.457e-07,0.0018688556,0.0,1.6986715333,8.3059e-06,3.0955e-06,0.0024185603,1.0602208369,0.0003123322,0.0009579283,0.0,0.0701337121,0.0,0.0050537289,4.61519e-05,0.0001047178,2.61561e-05,0.0003678476,1.57762e-05,3.54548e-05,0.0,7e-10,1.5844e-06,0.0,6e-10,1.9881e-06,0.36605111,8e-10,0.0688390375,8.1001576144,0.0110323257,2.58e-08,1.0255929324,7.9e-09,0.0925397239,3.3013e-06,1.5304014671,1.1912e-06,1.0557e-06,0.3900516821,0.0027160976,0.0009256035,0.0001463547,1.8586929949,0.6530036327,0.0021048007,7.5468e-06,0.0,1.9315e-06,0.0,0.0007944114,0.0016546158,1.47e-08,7.1810340566,0.0008427296,5.2e-09,1.0620678021,0.0952833214,8.1630991626,0.0074398002,0.0001045026,0.0108200741,0.0082763852,0.4826150558,1.1489267199,9e-10,0.1690865244,0.1883958905,0.0,0.0015805841,0.0028258552,9.55523e-05,0.0,3.82e-08,0.0002300542,1e-10,3.6e-08,0.0,8.3695494214,0.8842042145,3.91177e-05,5e-10,0.0024602932,0.0,0.0,0.6445166353,0.0149590123,3.64249e-05,0.0,0.1154771754,0.0018376822,7.63e-07,0.0,2.37358e-05,1.41665e-05,1.184e-07,0.0011628732,0.0,0.0,0.6897790567,0.0389666598,0.0042462086,0.0119976859,3.1814559692,3e-10,0.0,1.55274e-05,0.0003473557,0.0317472059,0.0076088787,0.5659798154,0.0099414612,1.6590944536,0.8098176572,0.0392295287,0.2430727722,0.1664497743,0.0299301246,0.0141872507,0.0,0.0077170852,0.6230887583,2.882e-05,2.12737e-05,4.6026e-06,2.491e-07,7.55066e-05,0.1438236393,0.0,0.0,9.4999e-06,2.0920665296,0.0010534803,8.7012755725,1.5278e-06,0.0078428761,0.038966657,0.0,0.3788577414,0.0005999191,0.0002094948,1.2074e-05,0.0003846058,1.506e-07,0.7839592628,0.085002961,0.1531060116,0.0016404491,3.7535e-05,1.699801486,4.5e-09,0.0209845134
Bisharp,0.0003027119,0.0001899583,0.0024622325,0.5145789468,0.0,0.0001829636,0.0013190743,0.0,0.0024494812,7.227e-07,0.0012578925,0.0,0.0926894304,0.0,0.0017636453,0.002171861,0.0047755594,4.51179e-05,2.7006e-05,0.0,0.0003614995,0.0050537289,0.0,1.151e-06,0.0003550562,0.0,6.45e-07,0.0,0.0,0.0,0.0,1e-10,0.0,0.0009116894,0.0,0.5093570082,0.0020099743,3.6712e-05,0.6292517929,0.0017813164,0.0053657895,0.0013262925,3.77594e-05,6.96766e-05,0.0,1.63297e-05,1.927e-07,0.0,0.0005808418,4.4488e-06,0.0052328511,0.0,0.0013184774,0.0033593826,6.91933e-05,0.0,2e-10,0.0,0.0015560089,0.0084341952,0.0248403646,8.4e-09,0.0008636939,9.50641e-05,0.000274869,0.0015912908,8.7667e-06,0.0024145834,6.90199e-05,0.0001045028,0.0108186697,0.0,0.5401437215,8.58512e-05,0.0002482399,8.56407e-05,1.1257e-06,1.7e-09,0.0002280756,0.0010449977,0.0001006486,4.873e-06,7.227e-07,0.0003239397,0.0888481569,0.1437955272,0.0019341048,0.0033807579,0.0078294047,0.0001940336,0.0,6.71521e-05,1e-10,1.32e-07,0.5128045836,0.0001060489,0.0,0.0,0.0037635843,8.2862e-05,1.1425e-06,0.0,0.0001723086,0.0004520901,0.0017517089,0.0004047565,0.0001575931,0.0,0.001736719,4.1e-09,2.9e-09,0.0084392433,0.032873693,0.0,0.0,0.0,0.00986994,0.0004134663,0.1439241139,5.1483e-06,0.005254162,0.0014314434,0.0253962308,0.0032385525,0.0004205706,0.0002178041,0.0248715977,0.0001572495,0.0,3.70872e-05,0.1259793735,0.0,7.74e-08,1.9372e-05,8.78355e-05,0.0,0.088672677,1.9106e-06,0.0,0.0001569621,0.0055489485,0.1434687702,0.0261309478,0.0,0.0001061476,0.1657587374,0.0001939395,3.63964e-05,0.0,0.0022992318,0.0005913809,0.0030699482,0.0010314434,0.0002190843,0.0013024819,0.144761007,2.96e-07,0.0139230711,0.0001075643,0.0,1.716e-07
Toxtricity,0.0014212428,0.0054118551,0.0757795212,0.0894961741,4.31e-08,4.77943e-05,7.1973e-05,0.0,0.0425379266,2.95e-08,0.0004611655,0.0,0.0646048384,0.0001242797,1.5089e-06,0.0888927404,0.0005762893,2.116e-07,2.9317e-06,0.0,0.0055337472,4.61519e-05,1.151e-06,0.0,1.45e-08,1.7978e-06,6.73505e-05,5.16e-08,0.0005836518,0.0,0.0076215728,0.0,0.0,9.43915e-05,5e-10,0.0066507612,0.0009183081,7.83086e-05,0.3953097026,3.66157e-05,1.83111e-05,0.1935030043,0.0003522948,0.0002057702,0.0001571542,0.2942830689,7.242e-07,1.1e-09,0.0069191451,0.0753762855,0.0004593934,0.0,0.0807489117,0.0569362556,0.0616388545,0.000389676,0.010576137,0.031959061,0.0023162996,0.0,8.595e-06,0.0006826964,0.0102038947,0.001270091,0.000390558,3.6143e-05,0.0312032479,0.0263315339,0.0,0.0,3.27e-08,0.0,0.1449673376,0.0001006569,0.000389641,0.0739089788,1e-10,0.0,1.4033e-05,1.11e-08,0.0010756408,0.0,6e-10,1.8217e-06,0.1770102307,0.0064266615,0.0124702082,0.012796769,0.2617180173,0.0039060927,2.6511e-06,0.3171946619,0.0319621674,0.0,0.5502119932,0.0339862245,0.0007558374,1.1e-09,0.0494387156,0.0098908517,0.0,1.1e-09,6.37902e-05,5.7302e-06,9.4184e-06,0.177188658,6.32e-07,4.71272e-05,0.0006348654,1.283e-07,0.0,7.75e-08,0.5415637916,6.823e-06,8.4e-09,0.00012311,0.0001850669,0.0002503485,1.39969e-05,2.03837e-05,0.0677151137,0.0003896409,0.0731158001,0.0340688716,0.1669456023,4.7635e-06,1.946e-07,0.0012717433,0.0,2.7408e-06,0.255872406,0.0,2.6133e-06,0.0064053231,0.0,0.0028145745,0.0260222164,0.0001183171,0.0,0.0,0.0595251203,0.0008224556,0.6162687507,4e-10,0.0005845915,0.0006766495,0.0,3.4305e-06,0.0,0.0038875918,0.069524501,0.0988399897,0.0005674327,8.07477e-05,0.0710181613,7.4713e-05,2.54717e-05,0.00039607,0.0030368487,0.001040947,2.53938e-05
Zangoose,0.0,0.0954668925,0.017901777,0.0026680527,0.0,3.016e-07,1.932e-07,0.0,0.1279094724,0.0053118113,9.56e-08,0.0,6.51748e-05,4.34e-08,3.4546e-06,0.0017043436,9.1662e-06,1.83265e-05,3.0943e-06,0.0,0.0003898494,0.0001047178,0.0003550562,1.45e-08,0.0,3.0798e-06,3.886e-07,0.0009689805,0.0,0.0,0.0,1.32e-08,0.0,0.0,0.0,0.0003865537,0.0,9.1662e-06,0.0958843468,0.0012251693,0.0008364615,0.0551219758,2.53633e-05,0.0017718706,0.0,0.0106899805,1.927e-07,2.8189e-06,3.23225e-05,0.0,0.0954667969,0.0003854443,0.0427271966,0.0144260256,0.0,0.0,5.367e-07,0.0,3.1664e-06,0.0,0.0,1.622e-07,3.3657e-06,9.56e-08,0.000258856,0.0,0.0,0.0221273157,0.0,5.32017e-05,0.0,0.0,0.002147943,0.0107245617,0.0,0.0,0.0,1.5e-09,0.0012251693,0.0,9.55516e-05,0.0,4.3929e-06,0.0,0.0,0.0,0.1133839003,0.0006451594,0.0012198554,0.0,0.0,1.83257e-05,0.0007805348,3.5749e-06,0.0012254287,3.27211e-05,0.0,0.0,0.0192912218,0.044840218,0.0026680525,0.0,0.0,4.3929e-06,5.2716e-06,6.2581e-06,0.0012251693,0.0,0.002697917,1.32e-08,0.0,2.8257e-06,0.0003814371,0.0015247217,0.0,0.000833735,0.0,2.526e-07,3.00266e-05,0.0,0.0053441338,1.5831e-06,0.0179018536,0.0431494489,6.2345e-06,9.1e-08,0.0,4.3929e-06,0.0,5.7026e-06,0.0433307558,0.0,0.0,0.0,3.016e-07,0.0032174505,0.0114152856,0.0,0.0,0.0,0.0107053639,9.71347e-05,0.0120740407,0.0,0.0,0.0,0.0,0.0,1.1067e-06,0.001510755,0.001699072,5.8364e-06,0.0004065104,0.002124012,1.4642e-05,6.409e-07,5e-10,0.0002618137,0.0,0.001510755,0.0009863331
Krookodile,0.0,0.0014387666,0.0209732018,0.0278646315,0.0,0.0,0.0005545977,0.0,0.032759494,8.071e-07,0.0078717399,0.0,0.0002906288,0.0,0.0,0.0,0.0,1.9503e-06,1.854e-06,0.0,5.2096e-06,0.0006914651,0.0002611765,1.979e-07,0.0002577288,0.0139151394,1.44447e-05,1.074e-07,5.13948e-05,0.0,2.995e-06,0.0273571685,0.0,2.337e-07,0.0,0.000423568,0.0003716449,1.1491e-05,0.0128853867,0.0006914654,5.17043e-05,0.0002799456,2.7574e-06,0.0001219237,0.0001506602,0.0205488112,0.0,0.0,0.0017745399,2.2436e-06,0.0004466913,0.0,0.0090664798,3.3769e-06,2.2435e-06,0.0058246933,0.0,0.0002632192,0.0005078445,0.0214133771,1.854e-06,1e-10,0.0139265192,1.0582e-06,0.0002624773,0.0001506606,0.0037306086,0.02841114,0.000114579,0.0,0.0139151394,0.0002537066,0.0297040192,4.90024e-05,1.08462e-05,7.08809e-05,0.0,3.4849e-06,0.0,0.0,0.0104430188,0.0037302565,0.0022685857,1.888e-07,0.0273599999,0.000634528,7.08205e-05,0.0007672096,0.0123993502,0.0017609959,2e-10,0.0191486722,6.3336e-06,0.0,0.0105487399,0.0038483786,0.0001959795,0.0,0.0118966564,1e-10,2.7783e-06,4.7791e-06,0.0,4.274e-06,0.0139159092,0.0003480825,8.35936e-05,0.0,0.0,1e-10,0.0003900549,1.077e-07,0.0026595049,0.0,0.0003534713,2.57e-08,3e-10,0.0029710526,0.0014369108,4.30331e-05,7.159e-07,1.1e-09,8.655e-07,0.0065646423,0.0015038173,0.000497707,1.9495e-06,2.57926e-05,0.0,2.7767e-05,0.0005700838,2e-10,3e-10,2e-10,0.0,4.2914e-05,0.0011434336,0.0,0.0014979843,0.0002777173,0.0005651962,0.0,0.0069640631,4.99025e-05,0.0214272737,0.00030304,0.0,0.0139209971,0.0014979843,2.2307e-06,0.0004763574,0.0062438935,1.074e-07,2.2468e-06,0.0134285339,2.3e-09,0.0104944135,0.0002577288,0.0426338298,2.1263e-06,0.0
Lucario,0.0060349812,0.0115296696,0.0521592738,0.0201169401,0.0045658782,6.523e-07,0.0004995109,0.0,0.0350131608,0.0,0.0083289626,0.0,0.0268861479,0.0005027703,0.0004271186,0.0025321328,0.0144930723,9.41518e-05,0.0176353263,8.3125e-06,0.0008292654,0.0003678476,6.45e-07,6.73505e-05,3.886e-07,0.0,0.0,6.454e-07,2.2307e-05,0.0,1e-10,0.001469428,0.0,0.0002754825,1.21e-08,0.0080974766,0.0026587429,3.67e-08,0.0387989908,0.0002187272,0.0170405611,0.0077349641,0.0023869993,0.0032330843,0.0,0.0033347401,3e-10,0.0,0.0150365757,9.5e-09,0.008928374,7.16e-08,0.0007858137,0.014190764,0.0003615071,0.0,4.08034e-05,1.41186e-05,3.09742e-05,0.0238744636,2.2723e-06,0.002856609,0.0403482455,2.6186e-06,0.00458767,0.0039486876,0.002437846,0.0096994007,1.65602e-05,0.0169456748,0.0027049836,0.0,0.0165986195,0.0001826598,2.7415e-06,0.0066860719,6.5411e-06,4.45461e-05,0.0043723405,0.0060434168,0.0004603397,2.6825e-06,0.0028917714,8.3947e-06,0.0004257624,2.77194e-05,1.235e-07,0.0151558807,0.0153949477,0.0183067922,7.856e-07,0.0250913478,7.5265e-06,3.07189e-05,0.0038161046,0.002060834,0.000390896,0.0,0.0434762391,0.0372739422,0.0180861097,0.0004022106,0.0027724641,0.0003276206,0.0004205986,0.0002073497,2.22915e-05,0.0,0.0007486605,1.4677e-06,0.0176308065,0.000550154,0.0002344412,3.04902e-05,0.0,0.0169456748,0.0009658928,0.016156619,0.0039665538,5.1727e-06,0.0001057081,0.0083600932,0.0023896189,0.046903097,0.0004764575,0.0043325184,0.0004676212,0.0034040767,2.1761e-06,0.0074774634,0.0007559838,0.0055072374,0.0005443525,6.16e-08,0.0,0.0002627342,0.0359057884,8.4199e-06,0.0,2.4e-09,0.0256554788,6.143e-06,0.0580852403,0.0096757553,0.0307916938,0.0025032401,4.6e-09,0.0024058915,0.0097376782,0.0435483127,0.0015966451,0.0117350692,0.0193589009,0.0186212093,0.0276403183,0.0026595,0.0184829102,0.0035316674,0.0299781488,7.5634e-06,0.0
Bellibolt,2.31e-07,0.005245523,0.0065204128,0.0056907219,9.82e-07,0.0105353861,0.0002525486,0.0,0.1059989533,7.577e-07,0.002218372,0.0,0.0090738245,0.0002837516,0.0074873717,0.0534496632,5.692e-05,3e-10,5.16797e-05,0.0,0.010556747,1.57762e-05,0.0,5.16e-08,0.0009689805,0.0,6.454e-07,0.0,0.0,0.0,0.0,1.2e-09,0.0,4.42e-08,0.0,0.0003091043,0.0004686599,8.03534e-05,0.0212427354,0.004853641,0.0,0.014243917,0.0,5.253e-07,0.0,0.0290268914,8.12016e-05,7.26229e-05,0.0,0.0165725466,0.0001246989,0.0,0.0193697526,1.91919e-05,5.72968e-05,0.0,0.0,5.85e-08,0.0,1e-10,1.99931e-05,0.0,0.1244404821,0.0,3.8484e-06,0.0092727948,0.0105320476,0.0257816701,2.6871e-06,7.7041e-06,0.003621478,0.001555724,0.0137732406,0.0143375111,0.0059573142,0.0028836428,0.0285953318,0.0072310849,0.0,4.45446e-05,0.0084630191,0.0,0.0,0.0002196999,5.2422e-06,7.9956e-06,0.0,0.0711724435,0.0678610377,5.82034e-05,0.0,0.0041432847,0.0,1.22085e-05,0.0033455017,8.7e-08,1.1e-09,5.898e-07,0.001386585,0.0592313406,0.0009689805,7.4454e-06,5.545e-07,2.33421e-05,6.455e-07,0.0002227782,0.0,0.0003473001,0.001249993,0.0,2e-10,1.81899e-05,0.0809671525,5.7341e-05,0.0191608366,1.55224e-05,0.005184325,0.0010329115,0.002056119,0.001556405,0.0033691632,0.0,0.0691198046,0.0005040459,0.1142552807,0.0005115919,0.0334529833,0.0001500285,0.0,6e-10,0.1281737647,4.291e-06,1.6e-09,0.0,0.0,5.7341e-05,0.0247028065,2.4e-09,0.0,0.0003356254,0.0668146829,1.1e-09,0.1457356677,1.49e-08,0.0005106331,8.7981e-06,0.0,0.0005108008,8.7389e-06,4.3289e-06,0.0042140795,0.0006208892,0.003537836,0.0043172785,0.0162074053,8.43623e-05,0.0035434603,9.07e-08,0.0097355247,0.0020965331,5.3e-09
Flamigo,2.21e-08,0.002826354,0.2124113211,0.0082796939,2.657e-07,0.0,0.001311526,0.0,1.5906999448,0.0,5.47e-08,0.0,0.1547103873,0.0011988708,0.0204601617,0.1353726506,0.1496122082,0.0002756913,2.617e-06,0.0,0.4216810324,4.5e-09,0.0,0.001040947,0.001510755,2.1792e-06,7.5634e-06,0.0020965331,0.0,0.0,0.0,0.0001077317,0.0,4.2969e-06,3.75e-08,1.5010044501,0.0,0.0001568064,2.387163587,0.1016423656,0.224498909,0.3677781499,4.908e-07,0.3203276261,0.0025103076,0.4946872315,0.0010096809,0.0254339415,0.0005528149,0.3777463405,1.7e-08,0.0,0.1143540656,0.0008551725,7.78e-08,1.85e-08,1.773e-07,0.0,0.0032895713,0.0,3.404e-06,0.0006825358,0.004007301,0.0006825358,0.0,0.0001872739,0.0005261514,0.487162867,2e-10,3.50037e-05,0.000173206,0.0015557239,1.8432220168,0.8675776586,0.0040564224,5.4194e-06,0.000249219,2.04393e-05,1e-10,4.5e-09,0.0,0.1659946748,0.0,6.44e-08,0.2413489178,7.5e-09,0.0021818759,0.4676248095,0.0168731081,1.9e-08,1.70798e-05,0.0003195296,0.0585309543,0.0,1.327706771,4.46749e-05,9.37e-08,0.0,0.0026132744,0.0111022993,1e-10,9.027e-07,2e-10,0.0207338365,0.0001084835,1.6717e-06,0.0001858483,0.0,0.573581385,0.0,0.0205182793,0.0029584483,0.1140299091,0.0015107628,2.04393e-05,0.2819225373,6.0983e-05,0.1674645758,8.448e-07,0.280526977,0.0001696558,9.158e-07,0.3917504974,0.4861668373,0.310559981,0.0001651566,1.0413599258,0.3692498537,0.0001068134,0.0,0.9582476405,0.0,0.0012739923,0.0,4.9e-09,0.0017440578,0.2611576146,1.6e-09,0.0,9.027e-07,1.376586637,5.82e-07,1.8614787857,0.0155280929,0.0,1.0329e-06,0.0,0.0002537422,0.0,0.3263150956,0.152613261,0.3416817493,0.0004393859,0.3220120806,0.0429775505,0.1387655287,0.0017199647,0.0003984863,1.2494700472,0.0,0.0
Florges,0.2442317899,8.66044e-05,5.06171e-05,1.50483e-05,0.0052745161,1.43223e-05,4.85178e-05,0.0,0.0002789096,0.0376729692,0.0376399425,0.0,0.0003548477,0.2442317898,5.00992e-05,0.5064826517,0.2619805985,5.00998e-05,0.0,5.80986e-05,0.1558292642,3.54548e-05,0.0,0.0005836518,0.0,0.0,2.2307e-05,0.0,0.0,0.0,3.6513e-06,0.0,6e-10,5.1e-09,0.0,2.0845e-06,3.30272e-05,0.0,7.86473e-05,1.43191e-05,5.13947e-05,0.0001737745,2e-10,1.79847e-05,0.0037954909,2.78699e-05,0.0001745074,0.0,3e-09,9.77321e-05,0.000111372,0.0,0.0893773908,0.0076882072,7e-10,0.0003896409,0.0,0.0003943423,8.924e-07,7e-09,0.0,0.0,0.000638676,0.0042695311,0.0003896409,4e-10,1.55578e-05,2.65185e-05,1.8706e-06,0.0,4e-10,0.0,1.82374e-05,1.9e-09,0.0009544274,3.54548e-05,0.0,0.0002353466,0.0,9.576e-07,0.0,0.00241338,0.0,9.576e-07,0.0,0.0365430468,2.9342e-06,0.2621513827,0.0058823163,5e-10,0.0,0.0001611617,5.86e-08,0.0,0.0001902098,0.0037954392,0.0,0.0,7.75124e-05,3.016e-05,0.0,0.0010974178,1.52e-08,0.0002267466,5.03076e-05,4.85146e-05,2.22886e-05,1.91435e-05,0.2446573754,1e-10,6.348e-07,1.43774e-05,0.262240413,5.9536e-06,0.0,0.0,3.18823e-05,0.000965565,0.0,4.10015e-05,0.0,0.0003897641,2.6141e-06,0.0001128705,0.0024847991,1.78e-08,0.0378509215,4.85247e-05,0.0,0.0,0.0003399733,5e-10,1.2e-09,0.0,0.0,0.0,0.0003487707,0.0002390201,0.0,1e-10,5.37076e-05,0.0,0.0003880597,0.0,0.0,2.6309e-06,0.0,3e-10,0.0,3.54548e-05,5e-10,0.0,0.0,4.25296e-05,0.0024157847,0.0007364583,0.0053285249,0.0,0.2622164271,0.0,0.0
Eiscue,0.0,9.66e-08,0.0001826696,2.00737e-05,0.0,0.0,7.442e-06,0.0,1.79e-08,0.0,1.201e-07,0.0,1.0057e-06,0.0,0.0,5.86e-08,0.0,0.0,0.0,5.2e-09,0.0001899926,2.4486e-06,0.0,0.0,1.2431e-06,1e-10,1.0206e-06,0.0,0.0,0.0,0.0002016029,0.0,0.0,0.0,0.0,0.002477492,0.0,0.0,5.0295e-06,1.135e-06,0.0,7.3528e-06,6.23977e-05,2.3225e-06,5.0295e-06,1.69e-07,0.0,9.56e-08,0.0,0.0,0.0001826406,9.01e-08,8.0801e-06,0.0004199112,0.0,0.0,9.011e-07,0.0,0.0,0.0,0.0,0.0,0.0012553713,9.58e-08,1.0838e-06,3.5915e-06,0.0,6.01277e-05,0.0,0.0,0.0,0.0,6.56e-08,3.5916e-06,0.0002024892,1.9848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001715414,2.97e-08,0.0001826406,0.0,0.0002279066,6.21011e-05,6.37e-08,2.0526e-06,0.0,5.2e-09,0.0,5.86e-08,0.0002272904,0.0,0.0,0.0,0.0,2.4586e-06,5.8185e-05,0.0,0.0,0.0012566756,0.0,1.1429e-06,0.0,0.0012542653,0.0002919038,0.0,0.0,0.0,1.106e-06,0.0,3.5915e-06,2.4438e-06,0.0012543555,0.0028499241,5.8002e-05,2.00493e-05,0.0,0.0,2.45e-08,0.0002222558,1.1485e-06,8.5684e-06,0.0,0.0,0.0,0.0,0.0026792993,5.825e-06,2.4438e-06,0.0,0.0,0.0002222506,0.0,0.0001813249,0.0,0.0,2.4438e-06,0.0,5.80011e-05,0.0,1.381e-07,0.0,2.2159e-06,6.37e-08,0.0001764014,0.0025862827,0.0,0.0,0.0,1.691e-07,0.0,1.48e-08
Flittle,0.0,0.0,7.59905e-05,2.1466e-06,0.0,0.0,0.0,0.0,0.0471153043,0.0,0.0,0.0,0.0,9.78989e-05,2.05471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361039207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86172e-05,0.0,0.0,7.6054e-05,8.86417e-05,0.0,0.0,0.0,6.27971e-05,0.0,7.59906e-05,0.0,0.0,0.0,0.0,0.1276043134,0.0,2.31102e-05,3e-10,0.0,0.0,0.0,0.0,9.5552e-06,0.0,4.165e-07,3e-10,2.4168e-05,0.0,9.5552e-06,0.0,0.0,9.5552e-06,0.0,0.0,0.0,0.0,0.0361039207,0.0,6.36e-08,0.0,8.86417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86417e-05,0.0,0.0,0.0,0.0015160188,0.0,0.0,0.1732519349,0.0,0.0,0.0456234536,0.0,0.0,0.0,0.0,0.0,2.05471e-05,0.0,0.0,0.0,2.1466e-06,0.1732277667,0.0,0.0,0.0,0.0,2.05471e-05,0.0,0.0361039207,0.0,0.0,6.36e-08,0.1276043134,0.0,0.0,0.0,0.0,0.0,2.1466e-06,0.0,0.0014918508,8.86417e-05,1e-10,4.165e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166e-07,0.0,0.0,0.0,2.4168e-05,0.0,0.0818033649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129033367,0.0014918508,0.0,0.0,0.0361039207,0.0,0.0,0.0
