,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Noivern,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Annihilape,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Iron Treads,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Tsareena,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Roaring Moon,Tinkaton,Indeedee-F,Charizard,Skeledirge,Zoroark,Salazzle,Abomasnow,Chi-Yu,Tatsugiri,Cryogonal,Beartic,Gogoat,Hatterene,Rotom-Heat,Tauros-Paldea-Combat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Murkrow,Spidops,Maushold,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Lilligant,0.0001956251,2.6e-08,0.0002007806,0.0,0.000950856,2.41721e-05,0.0,0.0001966316,8.7498e-06,0.0,0.0,0.0009517217,0.0,0.0001966377,0.0,0.0,2.92797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08491e-05,2.55e-08,0.0,2.41038e-05,0.0,0.0,1.2e-09,5.727e-07,0.0,0.0,2.41031e-05,0.0033760129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002013947,0.0049445435,6.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106e-07,0.0,1.49e-08,5.695e-07,0.0,0.000200716,0.0,0.0,6.1e-09,0.0,0.0,8.656e-07,0.0,0.0,5.695e-07,0.0002008253,0.0,0.0,0.0,0.0143329939,1.755e-07,0.0001966572,6.1e-09,8.5486e-06,0.0,0.0058768435,0.0,0.0,1.742e-07,0.0,0.0,0.0,0.0,0.0232327341,7.3e-09,0.0,0.0,0.0,2e-09,0.0,1.77408e-05,0.0,0.0,0.0,0.0,0.0,2.55e-08,1.742e-07,0.0,0.0,0.0,2.41031e-05,2e-09,0.0,5.23e-08,0.0009517217,6.4e-09,0.0,0.0,0.0227844551,0.0,0.0,0.003382122,1.35247e-05,0.0,0.0,0.0,2.47e-07,0.0,0.0,0.0,0.0,0.0033821089,4.18998e-05,0.0,0.0051401513,0.0,0.0,0.0001537146,0.0,6.82e-08,3.1726e-06,0.0,4.5192e-06,0.0,0.0,0.0009519656,0.0,5.695e-07,0.0,0.0143057879,0.0,0.0,0.0
Toxapex,0.0131036536,7.4491186944,4.5107691972,0.0571201041,0.0129532283,10.0356594473,0.0,0.0157424829,3.8614972629,0.9297208921,0.1318008314,0.048030537,0.5834540458,0.4116979288,0.0093615626,0.0589030832,0.0,0.0019690468,0.0006210189,0.0,0.0049787694,0.044402199,0.0644021915,0.0236009798,0.0,3.13889e-05,0.0103006938,0.0,0.4077494903,3.20633e-05,0.0003766365,4.1121573264,0.6513963306,0.0006667302,1.4617816145,0.0182571613,0.1202517056,0.0018117151,3.1086364903,0.1085359225,5.7e-08,0.0016070199,0.0001475741,0.2742615712,0.0020335173,0.0009830475,3e-10,5.7197432572,2.077966116,0.0003118576,3.3079e-06,0.8517834644,0.0152476545,5.7181379854,0.6297247279,0.0002443387,9.3e-09,0.0558371049,0.008404392,0.0,3.4188e-06,1.1350301228,0.0005126441,1.1955116927,0.0,0.0084607165,0.0,0.8912311494,0.0584191559,0.3801487161,4.6976671525,0.0029490108,0.0197695643,2.0286633908,0.019232693,2.959e-07,0.0008104444,0.2786937173,0.9273235623,0.8618417273,0.3688745087,13.1717270008,3.3985705138,0.0017284254,0.0,0.0591907543,0.0383938888,10.705760997,0.0008242266,0.0087349259,0.0646631027,0.1704547953,4.680321683,0.0007717541,0.6124554705,0.1295960417,0.0016478828,0.0537477659,0.340090478,1.0527297022,0.0001158119,0.0009471946,11.7775367236,0.0021885544,0.0117727552,0.0035004861,9.932e-06,0.0581665294,1.0646352115,1e-10,0.0015845544,0.0013026686,0.000195779,0.6291530252,0.0093013908,0.0292200023,0.6181496909,7.087682384,14.968056342,0.0640964899,0.0319443116,1.4685425173,0.0999935913,0.0019626398,0.0029708403,7.3497546056,2.71467e-05,0.0004236591,0.0086661096,4.8155344793,5.2466e-06,0.0001961876,0.0088140915,0.0,1.7793540092,0.0484898413,0.0003437761,27.8105335679,1.70644e-05,1.31858e-05,0.0142743905,5.562e-07,0.0468080088,0.0218861013,0.0078860495,0.0260429628,1.41108e-05,0.0004407073,0.0577105198,2.6911173379,0.0120288895,0.021798269,0.1831453354,0.3441970702,2.1e-09,0.0281715649
Fuecoco,0.0,3.86e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.165e-07,7.779e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779e-07,0.0,0.0,0.0,3.86e-08,0.0,0.0,0.0,3.86e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tauros-Paldea-Aqua,0.010698666,0.0143006476,0.1979623223,0.0037466357,0.0139670097,5.3032383362,0.0,0.0007090378,0.0154461189,0.0,0.0024658333,1.43948e-05,0.1066070448,0.0011441668,0.0002038366,3.6306e-06,0.0019690468,0.0,1.2e-09,0.0,0.0003705156,7.7531e-06,2.67234e-05,5.67e-08,0.0,0.0,1.35e-08,0.0006897932,0.6336860283,6.489e-07,0.0990768378,0.9057610325,0.0133241344,0.0001346005,0.2117082704,3.6353e-06,0.1278301649,0.0017715035,2.0960129499,2e-09,0.0,2e-09,0.0,4.9e-09,0.000203892,0.0004208398,0.0,2.5284599176,3.2438496535,0.0,1.31899e-05,0.0175903063,0.0002515327,6.489e-07,1e-10,9e-10,0.0,0.3794714423,1.2e-08,1.2869e-06,0.0,1.61337204,0.1028384398,2.0403659703,7.81091e-05,0.0143905512,0.0,0.0384793171,1.6931075895,0.0,2e-10,3e-10,0.0,0.0003012429,0.001111938,6e-10,1.06e-08,0.107220807,0.0,0.0,0.0016044438,4.1378951393,3.439277216,4.288e-07,0.0,0.0020111622,0.0,0.944769747,0.3953494881,0.0,0.0002594824,4e-10,0.0,6.92221e-05,1.3e-09,3.2166e-06,0.3955297132,0.0029535937,0.0,1.6802631417,0.0012168902,5.858e-07,1.160409695,1.2807e-06,2.8606e-06,0.0,4.488e-07,0.0408056458,0.0629879311,0.0,0.0139670097,1.6861742896,0.0,0.0004130523,7.45135e-05,3.7397e-05,0.0095807593,0.0011215614,0.0454580094,0.0002515314,0.0007835404,0.1726786222,1.0635901114,0.0,2.328e-07,0.2233328819,1.1051e-06,3.7397e-05,0.0,4e-10,0.0,0.0,0.0,0.0,0.0071054687,0.0015041945,0.0,0.7677790761,3e-10,0.0,3.18139e-05,0.0,3.24996e-05,0.0015809056,0.0040480045,0.0023195012,0.0,6.7e-09,0.0011060386,0.0016341565,2.1562e-06,4.28094e-05,0.020928577,0.0,2.1e-09,1e-10
Phanpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisharp,1.86554e-05,0.0103682081,5.92804e-05,0.0002404762,0.000212623,0.0022466968,0.0,0.0,0.008594379,7.628e-07,0.0034661468,0.0018810577,5.54e-08,0.000245539,3.43886e-05,0.0002126241,4.36668e-05,0.0,0.0,0.0,1.6e-08,1.08708e-05,4.09e-08,0.0,0.0,5e-10,2.678e-07,0.0,0.0042037165,0.0,2.02e-08,0.0042016926,0.0,0.0014438821,1.0375e-06,0.0,2.1492e-06,2.959e-07,2.78855e-05,1.59016e-05,0.0,6.611e-07,0.0,0.0,0.0001664947,6.92376e-05,0.0,0.0004411573,0.0035377544,0.0034659893,0.0,0.0,0.0,0.0,0.0,0.0038058594,1.3732e-06,0.0,0.0,0.0,1.7e-09,0.0,0.0034687935,1.20871e-05,0.0,4.188e-06,0.0,0.0043244201,8.15e-08,0.0,2.96e-07,1.864e-07,5.40102e-05,1.18131e-05,8.365e-07,0.0,0.0,0.0086486679,3.11e-08,3.11022e-05,0.0002992231,0.0072728187,6.7728e-06,0.0002127616,1.3736e-06,1.5956e-06,0.0,0.0040805535,0.0,0.0,0.0002850862,1.575e-07,0.0,0.0,1.6218e-06,1.8301e-06,0.0,0.0006820848,0.0,3.13e-08,0.0,0.0034661757,0.0108604879,0.0002404762,0.0,0.0,0.0,2.0995e-06,4.2764e-06,0.0,0.0003229889,8.15e-08,3.0518e-06,0.0002496429,0.0034667198,1.32e-08,3.5345e-06,0.0003369906,0.0013744844,0.0002146909,3.0545e-06,5.2107e-06,0.0039583604,0.0,1.5237e-06,0.0045751288,1.32e-08,2.74974e-05,0.0,0.0004381353,1.6e-08,1.1e-09,0.0,0.0,0.00763144,2.45456e-05,0.0,0.0041218176,0.0,1.06e-07,0.0039859605,0.0,3.6413e-06,2.951e-07,0.000103627,0.0038110482,0.0,3.13e-08,0.0013725568,0.0014761685,2.77674e-05,8.879e-06,0.0034764135,0.0002984433,0.0,1.1e-09
Toxtricity,0.0001413339,0.0020087672,4.541e-07,0.0,2.451e-07,0.0123752032,0.0,0.000619254,0.0429395443,0.0,0.0200178876,0.0500806244,0.0010674141,6.31371e-05,5.074e-07,1e-10,0.0006210189,1.2e-09,0.0,0.0,0.0,8.359e-07,0.0,1.47e-08,0.0,0.0,0.0,0.0,0.0007113614,2.773e-07,1.56026e-05,0.0334800776,3.3e-09,0.0006192686,0.0551836946,2.7e-09,0.0037858718,0.0009760721,0.01186226,0.0,5.089e-07,0.0,0.0,0.0,0.0005457526,8.539e-06,0.0,0.0055872993,0.0142262998,0.0001159761,0.0,1.2464e-06,0.0,0.0,1.47e-08,2e-10,0.0001159761,0.0,3e-09,0.0,1e-10,1.836e-07,0.0002023827,0.0138172638,2e-10,2.95789e-05,0.0,0.0035421575,0.0,1e-10,0.010178554,0.0,3.27866e-05,1.2583e-06,1.9646e-06,2.9231e-06,0.0,0.0015414839,0.0002733808,0.0,0.0072177067,0.0034535795,0.0024681725,7.08707e-05,0.0,0.0006782116,0.0,0.0207192789,3.38e-07,0.0,0.0005834891,0.0002747559,6e-10,0.0,1.021e-07,0.0,0.0017331794,0.0027133441,0.0,0.0244967255,3.938e-07,1.051e-07,0.0574116809,0.0,0.0,0.0,0.0,3.60239e-05,0.0178799055,0.0,7.32137e-05,0.0,0.0011993309,0.003523071,0.003983961,0.0001265388,0.0011368395,0.0112152594,0.0205399804,6e-10,6.3863e-06,0.0202436437,0.0071893486,0.0,2.3654e-06,0.0034955716,3.71e-07,1.26795e-05,1e-10,3.7e-08,0.0,0.0,0.0,4.4e-09,0.0606796411,0.0,0.0,0.0092197523,1.79e-08,0.0,0.0002023778,0.0,0.0,0.0018555476,0.0,0.0206371094,4.97511e-05,0.0002200296,0.0001764828,0.0004162374,0.000593324,0.0107054404,0.0139791744,0.0,0.0,0.0009761016
Zangoose,0.0,0.0273330161,0.0003875182,0.0,0.0,0.1654759358,0.0,0.0,0.0002861058,0.0,0.0,1.7e-09,0.0,1e-10,5.35842e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1137922195,1.66717e-05,0.0,0.0,0.0,0.0,0.0,0.0273917319,0.0,3.1e-09,0.1137998786,0.0,0.1137998787,4.4888e-06,1.72e-08,0.0275937781,0.0,0.0,0.0,0.0,0.0,0.0,5.504e-07,0.0,0.0,0.0,0.1654704715,7.0094e-06,1.66717e-05,0.0,2.736e-07,0.0,0.0,0.0,0.0,0.0,4.47e-08,0.0,0.0,2e-10,0.0,5.504e-07,0.0,7.9328e-06,0.0,0.0,0.0,0.0,1.66717e-05,8e-10,4.48e-08,0.0,0.1137998795,0.0002422376,0.0,2e-10,0.0002574211,0.0,0.0,0.0,0.1654704711,0.2792626909,0.0,0.0,2.305e-07,3.917e-07,6.392e-07,0.0,0.0,0.0002422377,0.0,0.0,0.0,0.0,0.0,0.0,0.0273330154,0.0,8e-10,0.0,0.0,0.0,0.0,5.504e-07,0.0,7.6591e-06,0.0273330153,0.0,1.66717e-05,0.0,3.1e-09,3.1e-09,1.7761e-06,0.0001319434,0.0,0.0001013882,0.0,5.80788e-05,0.0,0.0,5.1589e-06,4.3539e-06,0.0,0.0,4.5876e-06,5.504e-07,0.0,0.0,5.35842e-05,0.0,0.0,0.0,0.0,2.305e-07,0.0,0.0,0.1656024588,0.0,0.0,0.0,0.0,0.0,0.0,0.0002422376,0.0,0.0,1.63e-08,0.0005514677,0.0,0.0001319434,2.305e-07,0.0,1e-10,0.0,0.0
Krookodile,3.71464e-05,0.023516436,0.0005231441,1.99e-08,2.95e-08,0.0033655522,6.65624e-05,0.0474910918,3.8196e-06,0.0,1.37e-08,0.0002798089,2.1e-09,1.91e-08,9.83e-08,1.1e-09,0.0281715649,1e-10,0.0009761016,0.0,0.0,3.80836e-05,0.0,0.0235164161,0.0,0.0,0.0,0.0,2.89318e-05,0.0,0.0,0.050981323,1.99e-08,1e-10,4.0155e-06,2.0681e-06,3e-08,0.0009760859,3.13487e-05,0.0,0.0,0.0002797306,0.0,0.0,2e-09,0.0,0.0,2.3295e-06,0.047491182,0.0,0.0,3.71464e-05,1.3e-09,3.047e-07,7.02938e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1348e-05,8e-10,0.0,0.0235344234,0.0,2.7612e-06,0.0,0.0,0.0,5e-10,0.0,0.0,7.02947e-05,4e-10,1.3e-09,0.0,9.83e-08,0.003367132,0.0001174038,7.43097e-05,9.02e-08,0.0,0.0,4.67499e-05,0.0474910918,2.11e-08,0.0020734517,0.0,0.0,0.0,3.30559e-05,0.0025833942,0.0,0.0475048473,0.0,0.0235164161,0.0,0.0,4.43234e-05,0.0,0.0,0.0,0.0,2.86102e-05,0.0020708316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009811308,3.71468e-05,0.0036869705,2.4397e-06,0.0,1.60026e-05,4.015e-06,3.1348e-05,0.0020717684,0.00360786,0.0,0.0,0.0,2.4256e-06,0.0,1.1e-09,0.0,0.0,0.0026969179,0.0,0.0,0.0059466233,0.0,9e-10,8.14686e-05,0.0,0.0,9.02e-08,1.20059e-05,0.0013975725,7.707e-07,3.8e-09,2.0681e-06,2.0855e-06,0.0,0.0,3.06026e-05,2e-08,0.0,0.0
Volcarona,0.0425829149,9.2086820171,0.0,0.0,0.024168781,21.7088336501,3.2619444176,5.05e-08,9.7612927131,1.656e-07,0.2356436707,3.3448036453,0.2424484815,0.3851699448,0.0005138014,0.0150681093,4.5107691972,0.1979623223,4.541e-07,0.0003875182,3.7571700647,0.6207155845,1.3804e-06,0.0,0.0,1.96e-08,6.336e-07,0.0006897944,2.7407621175,1.635e-07,3.1225e-06,14.1598707273,0.0033740386,0.0239347486,4.6131429405,0.3484541711,5.8477028205,0.0292013262,3.3572354025,0.001762142,2.83835e-05,0.3955266463,2.007e-07,1.4886892027,0.2964702697,1.15338e-05,9e-10,4.0965892528,0.2430709992,0.0041232219,0.0003306888,0.0459968102,3.56163e-05,0.0082078974,0.0362365559,1.1394935889,1.56085e-05,2.1730604878,0.5300490474,6.3485e-05,4.7691e-06,0.0059969867,0.0047357192,1.0063384384,3.1348e-05,2.1725327934,0.0,10.9196201654,0.0007075032,0.0087976653,7.715e-07,0.0001011257,0.0060398461,2.3666466958,4.3965e-06,0.0,0.0003107201,0.848487289,0.0046753068,0.0112440789,0.0927950678,14.1027779924,8.7626529141,3.1619525851,6.00925e-05,3.8550012096,8.3e-09,8.0091210906,9.1415e-06,2.84798e-05,1.4109184533,0.0948065272,0.0220919268,0.000424911,0.0001756939,0.10967688,3.7601080494,4.5794115548,0.0018993099,7.0030151197,0.0093308125,0.0738600341,3.8619941678,0.0150147351,0.0130636508,0.0,7.943e-05,4.0421335977,0.8328937425,3.3e-09,8.95454e-05,0.0004863732,0.0001382808,0.7249509333,2.941123905,0.0007001873,1.6442085564,5.9223515826,19.7263878599,0.0135127988,0.7165505254,4.0001248293,0.0097041739,0.0001254391,0.0007618266,0.1465693357,0.0090831311,2.086e-06,2.14171e-05,0.54170912,1.36995e-05,1.1e-09,9.6556e-06,0.0,5.6695287555,1.69949e-05,0.0,27.4548506747,7.68144e-05,0.0078694651,1.0055722751,0.0,0.0002570269,2.1576236625,0.0706745904,1.2408627438,0.0026692154,0.000106977,0.3529193078,6.8341248076,0.0095174755,2.9405591974,0.2960172767,0.1464466072,3.8857e-06,0.0005231441
Mankey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellibolt,0.0,0.0671951757,1.3804e-06,0.0,2.544e-07,0.0016278014,0.0,4.609e-07,0.0002883208,0.0,0.0009990081,0.0151366275,9.6771e-06,1.43206e-05,7.5702e-06,7.19294e-05,0.0644021915,2.67234e-05,0.0,1.66717e-05,0.0,0.0,0.0,0.0,0.0,4.609e-07,2.538e-07,0.0,4.08704e-05,3.39008e-05,8.39186e-05,0.0015580245,0.0,8.4285e-06,0.1150610055,0.0002830324,9.8508e-06,0.0,0.0118276679,1.2e-09,0.0,0.0008819275,0.0,9.79e-08,2.00544e-05,4.7598e-06,0.0,0.0002961779,0.0363319261,0.0040347856,0.0,0.0,1.8613e-06,4.85748e-05,1.41e-08,9.9016e-06,6e-10,0.0363433469,7.268e-07,4.8032e-06,4.8897e-06,0.0003172073,0.0103268745,0.0003524773,0.0,0.0103195534,0.0005795695,5.019e-06,0.0009781551,1.66717e-05,0.0,0.0039670394,2.00544e-05,0.0130145193,0.0,0.0,0.0,0.0118097273,2.1539e-06,5.91343e-05,1.8613e-06,0.0647715342,0.0672186644,0.0010466005,0.0,0.0008062087,0.0,0.0737627384,8.445e-06,0.0,0.001209786,0.036336445,0.0008819275,1.0414e-06,7e-10,4.0066e-05,0.0,0.0738873759,0.0,0.0681000983,0.0001082423,5.64e-08,0.0761264865,8.4e-07,1.6e-09,0.0,9.0149e-06,5.1772e-06,2.52333e-05,1.66717e-05,0.0,0.0003805618,1e-10,0.0003394947,5.79e-07,0.0,0.0005442571,0.0014060476,0.0258526984,1.272e-07,2.99e-07,0.0740367054,0.0039796021,0.0,0.0,0.0015233893,1.1e-09,0.0,3.671e-07,0.0136194469,0.0,0.0013434202,2.538e-07,1.419e-07,0.0091992469,0.0,0.0,0.0275929462,0.0103249189,2.658e-07,0.0013510313,0.0,0.0039661416,2.5774e-05,0.0024670109,0.0029128753,0.0,3.36434e-05,0.0012604927,0.001282518,7.47173e-05,0.0,0.001786347,0.0,0.0,0.0
Psyduck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florges,4.5e-08,0.0235591684,0.0,6.48631e-05,5.506e-07,0.4337685563,0.0,0.0,0.0031240722,0.001715733,2.3111e-06,0.005736689,0.0323632329,2.163e-07,6.3703e-06,6.84e-08,0.0236009798,5.67e-08,1.47e-08,0.0,0.0,1.65504e-05,0.0,0.0,0.0,1.288e-07,0.0,0.0,0.0017680919,0.0,0.0,0.0040911736,0.0,1.47e-08,0.0021353419,1.5e-09,0.0017685072,5.496e-07,0.0,0.0,2.48125e-05,6e-10,0.0,6.84e-08,4.22886e-05,6.33e-08,0.0,0.4327531775,4.54e-08,0.0,0.0,0.0,0.0,8.65e-08,1.47e-08,0.0,0.0,0.0039905453,5.506e-07,0.0,0.0,0.001715733,3.0179e-05,4.88693e-05,0.0,0.0017743335,5e-10,0.0236463702,5.3662e-06,8.5e-09,1e-10,0.0,0.0,4.22886e-05,0.0,0.0,8.03e-08,0.0001018137,0.0,0.0011888501,8e-10,0.0323763019,0.0031180059,1.60193e-05,8.35687e-05,6.5885e-06,0.0,0.0041898488,5.496e-07,0.0,1.6901e-06,3.8e-09,0.0,0.0,6.3682e-06,1.65527e-05,1.69737e-05,8.92397e-05,0.432579705,0.0266863473,0.0,0.0011888501,0.0415054879,0.0,0.0,0.0,0.0032562031,6.48631e-05,6.84e-08,0.0,0.0,0.0,0.0017681005,4.2424e-05,0.0,2.48125e-05,5.27e-08,0.4699570669,0.0048987367,0.0,0.0039904262,4.038e-07,5.496e-07,6.3613e-06,1.8261e-06,6.37409e-05,6.9e-09,0.002065043,1e-10,5.116e-07,0.0,0.0,5.3662e-06,0.0,0.0,6.3703e-06,0.0,0.425841403,0.0,8.33946e-05,0.0,0.0,0.0,8.65e-08,6.9e-09,3.9016e-06,0.0,4.22886e-05,4.20027e-05,2e-10,0.0,1e-10,0.0353383936,0.0,0.0,0.0235164161
Eiscue,0.0,0.0004870131,1.556e-07,0.0,2.95e-08,5.9927e-06,0.0,0.0,1e-10,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,2.95e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13e-08,0.0,0.0,8.8208e-06,0.0,0.0,0.0,8.7924e-06,1.015e-07,0.0,1.496e-07,3.178e-07,5.9916e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.1419e-06,0.0,0.0,3.793e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.793e-06,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,4.7932e-06,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.699e-07,0.0,0.0,0.0,3.3e-09,0.0004833202,1.66375e-05,0.0,0.0004782932,7.18e-08,1.66238e-05,0.0,0.0,1.7e-09,5.24458e-05,0.0,0.0,0.0,0.0,4.9288e-06,7.2e-08,0.0,0.0,0.0,0.0,1.66231e-05,5.0215e-06,0.0004782925,0.0,3.185e-07,0.0,5.21909e-05,5.21909e-05,0.0,0.0,2.404e-07,5.9916e-06,0.0,0.0,5.1832e-06,0.0,5.0066e-06,4.857e-06,0.0,9.0384e-06,3.178e-07,0.0,0.0,8.722e-06,0.0,0.0004778924,1.07776e-05,0.0,0.0,4.7787e-06,2.4e-09,0.0,1.6794e-05,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,5.25087e-05,0.0,7e-10,7e-10,5.21922e-05,0.0,2.404e-07,0.0,3.793e-06,1.70231e-05,0.0,0.0,3.08e-08
