,Iron Leaves,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Slaking,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Vaporeon,Dunsparce,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Flareon,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Tauros-Paldea-Blaze,Iron Treads,Hattrem,Rotom-Frost,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Naclstack,Dugtrio,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Salazzle,Abomasnow,Roaring Moon,Luxray,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Rockruff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546e-07,0.0,0.0,0.0,1.546e-07,0.0
Mabosstiff,0.0191623058,0.0,0.0003426331,3.096e-07,0.0,1.41646e-05,0.0194044022,0.0,8.499e-07,4e-10,0.0037279942,3.0091e-05,0.0537757362,1.21647e-05,5.0476e-06,8.98463e-05,1.2373e-06,3.35532e-05,7e-10,2e-10,0.0006755628,0.0,8.9846e-05,4.2603e-06,1.41673e-05,2.15e-08,0.0,0.0,0.0,0.0,1.988e-06,0.0191677581,7.6081e-06,6e-10,0.019316139,1.166e-07,0.0028970222,0.0002484001,3.7177e-06,0.0,7.4419e-06,4.004e-06,1e-10,0.0,2.9344e-06,8.9846e-05,0.0033055121,0.0,0.0007740579,0.0195592191,0.0051982826,0.0005232556,0.0,0.0208463865,2.3e-09,0.0028960967,7.495e-07,0.0028991458,3.858e-07,0.0746375504,7.1508e-06,0.0002437524,0.0005237689,0.0,0.0063246148,1.31663e-05,0.0,0.0965773893,6e-10,0.0,0.0052902703,3.86e-07,0.0,0.0003544188,0.0,2.7273e-06,0.0,0.0014334263,2.638e-07,1.2e-09,6.7e-08,0.037285724,9.258e-07,0.0,0.0,0.0061817244,1.164e-07,0.0,0.0597112472,0.0113439149,3.5e-09,0.0002345482,1.31663e-05,0.0151489446,0.0,0.0,0.0,2.1026e-06,1e-10,7.1453e-06,7.98e-08,2.7812e-06,3.00859e-05,0.0,0.0,0.0,0.0,6.9787e-06,0.0197535954,0.0028960967,2.7273e-06,0.0,0.0,6e-10,1.369e-07,0.0196851929,2.7814e-06,2.371e-07,9.262e-07,0.0,1e-10,0.0196492831,7e-10,0.0009814794,1.89825e-05,0.0033092313,1.41648e-05,2.3281e-06,3.949e-06,0.0,0.0061455387,0.0008567956,0.0,0.0,0.0051982828,0.0,0.0028960967,2.7812e-06,0.0061455387,2.4188e-06,0.03728806,0.0,0.1158202654,4.8804e-06,0.0,0.0,8.572e-07,1.395e-07,6.4295e-06,0.019296578,8.5967e-06,0.0002981664,1.85603e-05,6.6727e-06,7.1e-08,0.0,0.0748683279,8.377e-06,5.512e-07,0.0
Ralts,0.0,0.0,4.71e-08,0.0,0.0,9.797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.745e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-08,9.274e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71e-08,0.0,0.0,0.0,0.0
Meditite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spidops,0.0001020107,0.0004198547,0.0082914984,0.0230995271,0.0004162609,0.0001047571,1.6104179153,0.0002388429,0.0,0.0002288968,0.0326420016,5.6235e-06,0.0002095894,0.0274401746,0.0005484289,0.0001927213,0.0033085588,0.0241820849,0.0,0.0220644702,0.0031475734,0.0279840017,4.863e-07,0.0011954085,0.0004784681,2.04e-07,0.013810817,5.16485e-05,1.52e-08,0.0011519894,3.26224e-05,0.0189427907,1.94e-08,0.0005206605,0.0977799804,1e-10,6.2392e-06,0.4649148252,0.0001789212,7.3565e-06,0.4694449685,0.0005567637,0.0015700176,0.0054905966,0.002327352,3.059e-06,2.71782e-05,0.0145839011,0.0411268921,0.0482998617,6.55497e-05,0.0006135187,4.13e-08,5.35189e-05,0.0175598632,0.0002272875,0.0002034361,7.28806e-05,5.4881e-06,1.0026317557,7.12e-08,0.0002837641,0.0051059722,0.0004725059,0.0030966337,3.661e-07,0.0,0.0457053143,0.0078957548,1e-10,0.0037019944,4.308e-07,3.799e-05,0.0205835913,8.74099e-05,9.9084e-06,0.0033504347,0.0043341567,0.9605798505,0.03832667,2.2939e-06,0.0171697724,6.34023e-05,1.0035e-06,0.0005426578,0.0296915059,1.47e-08,2.7454e-06,0.489702341,0.0291293745,4e-10,0.0238477006,0.013998818,0.0042572542,5.56661e-05,2e-10,7.009e-07,0.0317652472,0.0309411768,0.0369705218,2.65699e-05,8.1e-09,0.0519574584,0.0,0.0,0.0001441725,0.0,9.7589e-06,0.1026241231,1.45e-08,0.0001774209,0.0,0.0,5.23701e-05,0.000176769,0.0062029274,0.0156988201,0.0010989586,3.806e-07,4.17062e-05,0.0001881195,4.044e-07,0.0002724991,1.4320717177,0.0003054029,0.0066811803,0.0008622009,0.0207375044,0.0013177926,1.1622e-06,0.0001986637,0.0182396962,0.0001681044,3.47e-07,0.0732508335,4.696e-07,1.4e-09,0.0,0.0,0.0,0.0418933229,4e-10,1.0674232438,0.001099545,0.0391729042,4.2034e-06,0.0001083448,0.0290929993,0.0058216685,0.0031514731,0.0,0.0010543416,0.0605411612,0.0223327827,0.0053664798,0.0018184875,0.0718794827,0.0099462771,0.0018439966,0.0002056762
Kricketune,0.0,0.0,0.0033466984,0.002729035,1.5e-09,0.0005427632,0.0158596317,0.0,0.0015838692,0.0,0.0003690638,0.0,2.75231e-05,0.0013156306,0.0,9.8769e-06,2.24e-08,0.002755221,0.0,0.0,3.64e-08,1.333e-07,0.0,0.0,0.0,0.0,0.0073521625,0.0,0.0,0.0,0.0,0.0043115664,0.0,0.0,0.0002686538,0.0,5.859e-07,4.0203e-06,0.0,2.22022e-05,0.0,6.6e-09,0.0,0.0,2.4183e-06,0.0066062398,0.0,0.0,0.0064078492,0.0001242531,0.0,0.0,1.9e-09,2.75231e-05,0.0,0.0,7.11984e-05,2.5171e-06,0.0,0.0,0.0,0.000542787,2.90409e-05,0.0,0.0085055411,0.0,0.0,0.0,1.5e-09,0.0,2.30951e-05,5e-10,0.0,4.16521e-05,0.0,0.0,1.3382e-06,0.0,2.22022e-05,0.0,0.0,0.0079254498,1.5e-09,2.47e-08,1.58e-08,2.76564e-05,0.0,3.12e-08,0.0030397668,0.0,0.0,2.90546e-05,0.0,0.0,2.34e-08,0.0,0.0,0.0,0.0,0.0004638104,0.0,0.0,4.16209e-05,0.0,0.0,0.000248901,0.0,0.0,0.0035748241,0.0,8e-10,0.0,0.0,0.0,0.0054033231,4.39469e-05,0.0,0.0,2.4183e-06,0.0,2.22088e-05,2.1e-09,1.64843e-05,0.0085056667,2.08148e-05,0.0,3.86e-08,2.5472e-06,0.0007459227,0.0,0.0,0.0015838694,0.0,0.0,4.16209e-05,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0060327748,0.0,2e-09,0.0,0.0,0.0085055334,1.3379e-06,1.58e-08,0.0,0.0018530419,0.0033050774,0.0005427634,3.9807e-06,3e-10,0.0073526173,2.6189e-06,0.0,2.47e-08
Skeledirge,0.8740295936,0.3266299902,42.8405567757,1.0819379892,0.0005681111,0.9872900397,23.2349089907,0.6947794218,0.0353051154,0.0046556881,8.8533130107,0.0777500283,5.7700750561,2.1467631794,12.6540285513,0.0517655501,0.0413234446,68.8328604901,0.007053792,0.0253241164,0.2312229893,0.0031216432,0.040947984,0.0145287347,0.0358761972,0.0373932965,1.06083e-05,0.0053904257,0.2564094995,0.0145029663,2.178e-07,9.0384522709,0.0140519032,0.0409198343,69.3474168018,1.184283309,0.0721291843,40.4835335688,0.0196730668,0.0223364666,92.8573732927,0.6569430713,0.588269322,0.0871110368,4.7367278082,0.1549604334,0.4483644315,0.0913948502,24.9920572203,5.473816439,0.0480817409,0.1687645979,0.0280013636,3.7168349342,0.7398907832,2.1218709546,5.8743033156,0.3916915557,0.0002989811,0.7593194151,0.1508270006,0.0235992852,45.9604604399,0.0063156751,0.0565823501,0.0444347848,1.52202e-05,39.1800253042,0.1340192122,0.00992858,1.7302145785,0.0204407348,0.5652505597,10.6414528027,0.0118607113,0.0151273348,0.1493008949,0.3738959164,0.0428812493,3.2101189106,7.4022321519,25.5780533167,0.3214061672,1.7146704291,2e-09,1.5392467943,9.6384e-06,0.0098221209,112.2713760263,0.1169816332,0.0081092957,16.0385718713,14.2767358741,4.2418970992,4.347e-07,0.1491450169,0.4381683088,3.6200085941,0.0165948199,0.3161124165,2.3e-09,0.0119106303,3.0321126833,0.0,0.0113157576,0.0237807253,9.198e-05,8.4287229294,152.750909648,0.0193072074,0.0178696112,0.0142530268,7.2436e-06,0.0109718761,0.2925867898,0.7316257155,0.0125561431,0.0418692996,0.0143290322,1e-10,0.0068485062,1.5461802825,0.0006219559,37.4178091009,4.5749373801,18.8773238431,27.2039683699,6.2289815553,1.0521783005,0.0022999572,0.0191661307,0.0,0.0204477965,0.0615652858,7.9211841314,1.99955e-05,0.4885054221,0.0197128378,0.0057001811,3.1723e-05,9.9530589468,0.0202891346,193.243096752,0.0697715529,3.0890420755,0.0124086088,0.1069267349,0.5542426035,1.4196700311,20.4080466656,0.0182396962,14.7090286303,36.2485675573,10.7109697065,0.0896340296,0.1969130912,21.7886940814,0.0192238847,0.0021824183,0.0021356992
Pikachu,1.9102e-06,0.0043257527,6.22742e-05,0.0004943166,9.3e-08,0.0,0.0004837758,2.1559e-06,0.0,0.0012141472,0.0029361962,3e-10,5.64e-07,0.0002250564,4.1066e-06,0.006407193,5e-10,1.8756e-06,1.9507e-06,3.4355e-06,2.3e-09,1e-08,5.6053e-06,0.0003208582,1.70149e-05,0.0,3.6169e-06,0.0,1.176e-07,7.9e-09,0.0001750425,0.0046854206,0.0004638838,1.9507e-06,0.0006674072,0.0,4.1057e-06,0.006376281,9.6e-09,2.22099e-05,3.1016e-06,3.699e-06,1.53e-08,5.0103e-06,2.8e-09,0.0004620197,4.25654e-05,0.0,0.1048202585,0.0011279883,1.58301e-05,1.05932e-05,0.0,1.17888e-05,0.0,1.2555e-06,0.027832768,1.9095e-06,0.010025794,1.3447e-06,2.653e-07,0.0,0.0002913051,0.0062803154,3.29127e-05,1.176e-07,0.0001750425,5.48e-08,0.0005457421,0.0,2.95641e-05,0.0,3.56882e-05,0.0109272479,0.0,0.0,0.0004609495,0.0008872755,2.22022e-05,0.0,9.71902e-05,0.0018665624,0.0001154758,2.28777e-05,2.18461e-05,4.70719e-05,0.0,0.0001750425,0.0044941995,0.0032705625,0.0,0.0012571686,0.0001846741,0.0,5.3141e-06,0.0,1.05932e-05,0.0002460167,0.0062232956,0.0044545901,0.0,0.0,5.6393e-06,0.0,2.3e-09,3.842e-07,0.0,0.0001814126,0.1028678166,0.0,0.0,8.82e-08,0.0,2.21114e-05,1.70178e-05,0.0028096147,0.0,0.0002026558,0.0004064698,0.0,2.22024e-05,1.70149e-05,2.1559e-06,0.1028140108,0.0231199458,0.0186369864,5e-10,1.11e-08,0.0186387734,0.0,0.0030690278,0.102633026,8e-09,3.6169e-06,3.10961e-05,3.699e-06,0.0,2.7e-09,2.18861e-05,0.0,2.0986e-05,3.842e-07,0.1129048602,2.91756e-05,0.0,0.0007764102,0.010025794,1.43651e-05,0.0,0.0012646673,3.64684e-05,5.43295e-05,0.0194590479,2e-10,2.18461e-05,0.0044507298,3.38848e-05,0.0,0.0062233838,0.0002696746
Zoroark,3.34229e-05,0.0001461417,0.0025477539,0.0004035371,7.87e-08,7.9086e-05,0.00147154,5.27441e-05,0.0003197755,6.76e-08,0.0020905529,0.0,0.0,0.0017247988,2.30839e-05,0.0104480946,0.0001185583,7.66853e-05,7e-10,0.0046730665,0.0045192252,0.0,4.41e-08,1.04419e-05,3.56117e-05,0.001785188,0.0,0.0,9.64e-08,3.4312e-06,7.973e-06,0.0009760319,1.5934e-06,2.0846e-06,0.0057923838,2.1452e-05,6.041e-06,0.0041266526,5.9455e-06,0.0004506818,2e-10,8.1e-09,2.778e-07,0.0045502368,2.42288e-05,9.634e-07,5.25205e-05,3.798e-07,0.0018248331,0.0045244616,4.02278e-05,2.4992e-06,0.0,2.1e-07,6.979e-07,0.0,0.0086596629,5.0648e-06,8.555e-07,0.0012834685,9.3e-09,0.0,0.1593880577,0.0,0.0013605507,1.3136e-06,6.4e-09,5.4016e-06,3.6359e-06,9.0053e-06,2.97451e-05,0.0,0.0045082685,0.0,8.64455e-05,7.022e-07,3.3584e-06,0.003131685,8.3e-09,0.0003665489,0.0,0.0003796874,0.0004050694,4.12114e-05,2.0846e-06,2.5844e-06,0.0,0.0,0.1594263513,3.443e-06,0.0,4.18058e-05,0.0001346464,0.0,4e-10,3e-10,0.0,0.0114353504,4.43e-08,0.0001812685,0.0,3.817e-07,0.0,0.0,0.0,1.71636e-05,0.0003655356,1.41e-08,0.0161154057,0.0,5.87387e-05,0.0,0.0,0.0009729388,0.0031249223,0.0005729518,0.0046303311,5.72377e-05,2e-10,0.0,0.0001297853,2.777e-07,6e-10,0.0024405068,0.0,0.0135260459,0.0005792964,1.71636e-05,9.39447e-05,0.0,0.0004389908,0.1600448447,4.9094e-06,3.444e-07,0.0077833524,0.0,2.8187e-06,0.0,2.18865e-05,3.47365e-05,0.00440438,0.0006732596,0.1611181489,0.0002232655,1.71636e-05,0.0,0.0003803646,0.0052321989,1.80884e-05,0.1606026801,1.75115e-05,0.0001816961,0.0120544641,7.84102e-05,6.979e-07,8.91609e-05,0.0017981288,3.36e-08,0.0,0.0046682877
Floette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarountula,0.0,0.0,8.813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11318e-05,0.0,0.0,0.0,0.0,0.0,8.813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyroar,0.0,0.0003620849,1.15384e-05,0.0,0.0,0.0,0.0,4.23592e-05,0.0,0.0,3.54632e-05,0.0,0.0,7.15e-07,0.0,0.0,1.93e-07,0.0,0.0,0.0,4.3598e-05,2.366e-07,0.0,0.0002502123,0.0,0.0,0.0,0.0,3.99e-08,0.0,0.0,0.0,0.0,0.0,6.79755e-05,0.0,3.56997e-05,0.0004819675,0.0001454581,0.0,0.0,0.0,2.366e-07,0.0,1.1093e-06,0.0,0.0,0.0,9e-10,0.0,0.0,3.6335e-06,0.0,0.0002443028,0.0,0.0,1.51719e-05,2.43545e-05,0.0,3.6335e-06,0.0,0.0,0.0001461732,0.0,0.0,1.93e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003955865,0.0,0.0,0.0,0.0,0.0002445799,0.0,3.95e-08,7.35738e-05,0.0,0.0,0.0,0.0,0.0,1.3459e-06,0.0,0.0,0.0,0.0,0.0002445799,0.0,0.0,0.0,0.0,0.0002809284,0.0,0.0,0.0,0.0,0.0,0.0,1.052e-07,0.0,0.0,0.0002444896,7.15e-07,0.0002445799,0.0,0.0,0.0,3.99e-08,6.7936e-05,3.54632e-05,0.0,0.0,3.95e-08,0.0,3.99e-08,0.0,2.43546e-05,0.0,0.0,7.15e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15384e-05,7.82915e-05,0.0,0.0,2.91e-08,0.0,6.90444e-05,0.0,7.16e-07,4.12007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002444959,1e-10,0.0002129943,4.23592e-05,0.0,0.0,0.0,0.0,0.0001454581
Abomasnow,0.2642739056,4.93065e-05,1.1404978194,1.7897004253,2.422e-07,1.1436e-06,1.450762552,0.0,3.46436e-05,0.0010335802,0.0266980881,0.0,3.0113e-05,0.001867634,0.0004296926,0.0078330554,0.0001114611,0.7079578187,0.0,0.0003571509,0.000906671,1.44e-08,6e-10,5.69004e-05,0.0054167338,7.3e-09,0.0001881216,0.4073200294,2.53995e-05,2.57e-08,3.33806e-05,0.0135141056,1.31426e-05,4.78984e-05,0.7044171605,0.0121666364,1.35328e-05,0.0056124565,0.1955736754,0.1194427452,0.0401700123,2.49422e-05,4.654e-07,8.35e-08,1e-10,0.0996317203,2.21e-08,0.6545223765,0.2283471805,1.6464206777,6.1e-09,0.0,0.0,0.0041764487,3.1292e-06,0.0,0.6072687467,1.9e-09,3.444e-07,0.0007095774,3.9144723413,3.11305e-05,0.0243386935,1.31908e-05,0.0048287798,0.0,0.0,0.228722863,0.0021702585,0.4417349961,0.0083859724,1.44e-08,2e-10,0.0031146759,1.0732e-06,0.0,8.5391e-06,0.1325558549,0.0020535257,1.15826e-05,0.0012471353,0.1016408481,0.1227403582,0.0,0.0,0.0130432625,0.0730090858,1.9317e-06,0.1255719933,3.14593e-05,0.0,0.0018777961,0.3345740619,0.0002597757,0.0,0.0007934405,0.0,0.0019677669,0.0194196322,0.0027026733,0.0,0.0035516689,0.0041975869,0.0,0.0198024325,0.0005280725,0.0,0.0204438109,0.0809254126,2.349583602,0.0001423576,0.0,0.0,0.0010533686,0.0027301221,0.000722823,0.0,1.59699e-05,8.5486e-06,2.4507e-06,0.0,2.02103e-05,0.0096223754,9.7250779012,0.0041852089,0.065608959,0.0019765411,1.98e-08,0.0001010791,0.0,9.853e-05,0.0615652858,0.0012221393,0.0,4.878306026,0.0002354309,1.28e-08,9.277e-07,0.0012095927,3.275e-07,8.4259552889,2.342e-07,1.9921121227,0.0007953737,0.0108763967,0.0,0.0194127423,0.0412963962,0.0004622659,0.0108029611,3.47e-07,0.0012329539,0.0329180039,1.1354307439,1.015e-07,0.0105551779,5.006859397,0.0,0.0012221393,2.66902e-05
Tsareena,0.000174695,0.0171283805,0.0132676899,0.0038737325,0.0049687798,0.0033900079,0.0206149837,7.0064e-06,5e-10,2.184e-07,0.0142901169,0.0,0.0029506426,0.0028831835,0.005250648,0.0001215919,0.0050593629,0.0136865976,0.0266733198,2.176e-06,6e-09,0.0,5.92667e-05,0.0004233423,0.0017630434,0.0045000369,0.0,1e-10,8.08e-08,0.0,0.0,0.0407061477,3.29385e-05,1e-10,0.4469119311,0.0055582544,0.0075025617,0.0248086022,0.0072187733,2.84957e-05,0.0025499592,6.6e-09,1e-10,0.0016829539,2.42399e-05,0.0001522929,2.18e-08,0.0,0.0023116173,0.0061452901,0.0016188751,1.11168e-05,1.70181e-05,3.95342e-05,0.0008197501,6.697e-07,0.0200420284,0.0002081656,0.0,0.005409538,0.0015409675,7.96952e-05,0.0088378292,0.0024922007,0.0437792688,1.0479e-06,1.846e-07,0.0059922024,0.0052993811,1e-10,0.0015543241,0.0,0.0,0.4414121223,0.0,7.05e-07,1.0481e-06,0.0072018383,0.0196728568,0.0081664158,1.65345e-05,0.4344242479,0.0001129331,0.0002027699,0.0,0.4497143361,5.43e-08,3.2005e-06,0.0129534977,0.0031738565,0.0001111652,0.0074468477,0.0053103411,0.0,0.0,3.1921e-06,0.0014409062,0.0001397327,2.55731e-05,0.0104020031,0.0,0.0094019582,4.102e-07,0.0,0.0,0.0,0.0,6.247e-07,0.0111917808,5.92551e-05,0.005428069,0.005250648,0.0002583567,6.34e-08,1.9713e-06,0.0037614467,0.0,5.1011e-06,8.02675e-05,0.0,0.0,0.0130502532,0.0001546371,0.0366613266,0.001369441,0.0076636149,0.0056609312,0.0024922075,0.0036925842,0.012339252,0.000198783,0.0068485062,0.0050406524,0.0,0.0035431199,1.042e-07,0.0094019023,0.0,0.0002005367,0.0,0.44470468,8.7073e-06,0.0193898503,0.0001909879,6.6e-09,0.0,0.0099415852,0.0024700948,0.0006512174,0.0311118299,0.0001881195,0.0004960577,0.005429386,0.008506084,2.52233e-05,0.0010846788,0.0037918366,6.8e-09,0.0005352702,2.658e-07
