,Iron Leaves,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Slaking,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Vaporeon,Dunsparce,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Flareon,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Tauros-Paldea-Blaze,Iron Treads,Hattrem,Rotom-Frost,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Naclstack,Dugtrio,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Salazzle,Abomasnow,Roaring Moon,Luxray,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Cinderace,1.067999879,0.0716374552,38.768160208,1.6189012639,7.86724e-05,0.2812696496,30.7605025606,0.6756625541,0.0791256021,0.1252828784,16.1417621035,0.3266563684,48.6632770039,0.9412227372,0.282389649,0.0078386281,0.0102645095,58.2298761884,0.0033736704,0.0178194257,0.5836378167,0.4764575565,7.4004000861,0.0304328394,6.1626e-06,0.0074638573,0.0251062675,0.057333388,0.0075315905,0.114377251,5.3109e-06,6.0505212257,0.1557911432,4.7992002468,71.4372408182,5.2769378216,0.0747830398,23.0290813469,0.7523399386,2.9033582011,28.1417816651,0.8358551366,0.0383030361,2.5721744136,1.3489227185,0.1402105302,5.59045e-05,0.0609624896,14.8330494126,0.0,0.3871337092,0.0172480587,0.7646583263,2.1522546836,0.007967633,0.007635576,2.4885059487,0.0674446043,0.0647883312,0.1812400266,0.0944374935,0.0042851176,44.9615508265,0.010827113,7.6980400356,0.0093760872,1.123e-05,35.5024235301,0.5365902064,0.4930322803,0.0465914138,0.0018933054,0.0276109943,13.443985019,0.0077325295,0.2018192381,0.0056352953,0.6005755685,0.0250485693,0.0199779626,0.1904082774,38.5097123094,0.4784432756,0.0055363008,1.88871e-05,3.0724040699,5.2871e-06,0.4611571532,44.6885917003,0.0013543987,0.0044825835,5.4693326397,52.3212679823,0.5413479497,0.4620708386,1.4182e-06,0.0550698328,20.954262054,7.0349988446,0.721806382,1.2e-08,0.0015248887,1.7318203262,0.0,8.9e-09,2.0227090556,1.74034e-05,0.1704998677,22.7936240313,0.424207059,0.0008746915,0.0,5.061e-07,0.0308943303,2.2129087222,7.7495384081,0.0087469438,9.8326e-06,0.0659849596,0.0010149276,0.0061452901,1.5715930098,3.7595236851,72.627127517,78.0181474452,22.8257945291,0.9664435596,2.7833717353,0.0503252152,0.01093054,0.0189617539,5.473816439,0.0224948555,1.6464206777,27.0225136488,2.26223e-05,2.7508e-06,0.0400263294,0.0011366904,0.0096500087,38.5430555159,0.0916632623,166.2268017519,0.022778154,2.1147537194,0.0007764102,0.1746717717,0.2065887741,5.0789755382,11.0977089452,0.0482998617,5.0961345492,26.3349525656,58.839551199,0.0055561042,0.5943696514,2.2942090534,0.0019273963,0.0026816842,0.0021885201
Hatterene,5.6834566848,1.5541468126,26.2500778635,45.8831754635,0.0826537485,9.0907830254,29.4184669533,0.8134200072,0.388789232,0.1289211784,16.5631187092,4.5173692857,0.2622299252,5.2336992165,3.3165658852,1.1171297134,0.0285529496,20.1001026628,0.3638196006,0.0256385772,0.0164747422,0.0065473324,55.6135424539,0.2591627019,0.0090893455,0.0026385717,0.0304527381,0.0003398458,0.0014019689,0.025444868,1.28206e-05,18.0307269065,0.0634281529,0.1932180098,124.9885859631,0.7275206535,0.1886800527,13.5033454697,12.3088284072,0.5751205681,8.4914223677,10.1047897363,0.0048940529,0.2772839706,0.2678492126,0.4342011299,0.0014619011,0.8693323553,22.4561653151,38.5430555159,0.0055330416,0.1563452735,0.3920589101,0.5092007166,0.7428087363,2.1103044081,13.1113667329,0.4548385716,0.0073970246,0.3093945599,4.3818161078,0.2753285136,6.8090315519,0.0012557961,71.8671076913,0.0008709117,0.0179816251,24.0274166649,4.0905884491,0.0385227748,0.2058367423,0.0144318197,1.1344566651,7.2395754565,12.5380815907,0.1140242714,0.0084577463,23.3285961257,2.550047956,0.0701104972,1.1321218269,70.1922900167,0.0841499409,0.126133212,0.0643060989,39.4943091189,0.0353993793,0.0406407283,49.2650158235,0.0036998743,0.000482246,9.6271474351,11.544916862,0.1312583686,0.0069186862,0.0016530288,14.8465720364,131.1236796937,54.3899739012,3.3358934382,4.42e-08,0.4483659066,1.522799996,0.3271467367,1.5475e-06,37.3805700793,2.50875e-05,0.5103114799,60.1272662242,1.5678343727,0.0753303621,0.039974545,0.0,0.1844455098,15.6316934879,5.2199379732,0.2096537754,0.0005743054,0.6362364696,8.07906e-05,0.44470468,2.4084240417,0.0262304537,69.0388522208,23.0879033296,21.4075395508,1.4443435405,18.0940640548,2.5352781991,0.7355801401,9.9300937721,9.9530589468,0.0274473771,8.4259552889,74.9166550369,0.0,0.0461093954,0.0040922767,0.0114581325,0.6817378136,0.0,0.0752082374,229.958083794,0.0009964467,2.7389095163,0.0001201273,0.0023217049,3.4430312291,0.502675881,6.5115279842,0.0418933229,0.0985140545,120.6050482769,12.1218294379,0.0604111271,0.8193628607,53.6360139788,0.1425813453,0.0027956916,0.0041108327
Magikarp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7081e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scizor,0.1501883843,0.5065591042,9.6685807806,2.248888129,0.5323957081,0.3910578851,3.3588125069,7.0065e-06,0.0004093019,0.0001685991,9.4714186533,0.0024268537,0.1625404414,3.3297200011,0.404735949,0.051293101,0.0069494729,1.5278296717,0.0025837812,0.0003811847,0.1183492222,5.7e-09,1.7695e-06,0.876342661,0.0003169113,0.059402288,0.0,0.0146666116,9.88e-08,0.0287823556,1.2e-09,4.0996188426,0.018155859,2.933e-07,15.2800447414,0.0831153322,0.0311238621,4.641351107,0.0094863186,0.009279865,8.1588352117,0.085751324,0.0,0.5796319999,0.2335826019,0.0795731207,0.0002175779,0.0053075405,1.5511025169,7.7495384081,0.0028328518,0.1682364406,0.0125745549,0.1398511149,0.0502164854,0.0006887909,1.2965187435,0.1911752699,0.0001431196,0.0120523037,0.2760958797,0.1304293065,3.6554044007,0.0024961858,0.2908680613,0.0089561519,3.75351e-05,3.4173885996,1.0680340377,0.0001491074,0.0552924661,0.0393679066,0.0001575868,0.4278281355,0.0009579264,0.0864598963,0.0216656573,0.8739252431,0.0011990231,0.0207250362,0.0030697927,13.3224513211,0.4536227674,0.1717276954,2.3e-09,0.0827567269,4.8778e-05,0.0233320986,17.2079736713,0.009205835,8.8183e-06,1.1240390938,0.6381352538,0.0101047439,0.000675789,0.0206350929,0.0050309819,3.5230689588,0.6984798013,0.2105571347,2.07938e-05,0.0088145714,0.7002825847,6.43e-08,0.0,0.0019336714,0.0,0.1294427166,0.7433995223,0.0025785203,0.0260669897,0.0,0.0,8.19373e-05,0.8401294981,0.0,0.0049239694,0.0099892642,0.3801769562,0.0003904849,0.0037614467,0.0662322508,0.6258159961,4.4920962087,0.7120989814,5.1624343932,0.2883885732,1.0294578034,0.2044217627,0.0,0.0052159243,0.7316257155,7.68553e-05,0.000722823,6.2612355661,2.1e-09,8.0928e-06,0.0012705474,7.768e-06,1.3e-09,5.2199379732,0.0315545333,14.3284448889,0.0096750286,0.0600752039,0.0,0.0313612528,0.0203905326,0.1232234793,4.8913753387,0.0062029274,0.0010361877,6.6672534122,5.629608665,0.7571750642,0.0064083587,8.0012946848,0.0960758101,0.0029993121,0.0001100832
Rotom-Heat,0.0059068192,0.0057994564,0.1105839384,0.0001577864,0.0025470363,0.009816335,0.3731205792,5.616e-07,3.75e-08,0.0,0.0233284088,7.4383e-06,0.8550420253,0.0043209342,8.76681e-05,0.0004311187,1.43586e-05,1.1347507544,0.0019512835,3.1283e-06,3.58815e-05,0.0,0.0,0.000224681,0.0,0.0020689235,0.0,0.0,0.0014067187,0.0003214108,0.0,0.0261085679,0.0027697732,0.0,1.2149678025,0.006799982,0.0216638999,0.4093355456,0.0024540328,2e-10,0.1318628397,0.0012404392,0.0003075035,0.0338088032,0.0005430198,1.681e-07,0.04046607,0.0,0.059938448,0.0916632623,6.94516e-05,0.0091882134,0.0015110341,1.48699e-05,7.9e-09,9.3432e-06,0.0382107106,0.0015192469,0.0,0.0191551448,8e-10,0.0,0.3475015523,0.0,0.0001541155,0.0,0.0,0.0,0.0010995059,0.0,0.0002501535,9.8959e-06,8.17908e-05,0.0134869038,0.0,3.75e-08,4.9e-09,0.09915725,2.1956e-05,0.0023921388,9.3432e-06,0.0554794105,0.0644320365,0.0,7.27409e-05,0.061540521,0.0082447421,1e-10,0.3591761569,5.308e-07,0.0017493467,0.0055983526,0.0125823095,1.8237e-06,0.0,0.0,0.0094066002,0.6719945389,0.0,0.0048062882,0.0,0.0030733637,0.0055431729,0.0,0.0,0.0855775005,0.0,9.4e-08,0.3816535894,0.0082449912,0.0215403759,0.0,0.0,0.0,0.0530122494,0.0315545333,0.0,6.08e-08,3e-10,0.0,8.7073e-06,0.0322166899,0.0023769797,0.0961611544,0.8656769913,0.2458456173,0.0159181817,0.042675476,0.005811914,1e-10,0.030239438,0.0202891346,2.5558e-06,2.342e-07,0.3793821477,0.0,0.0,0.0329238485,0.0009880014,0.0,0.0752082374,0.0,1.4479241161,0.000987834,0.1658086576,0.0,0.0010347991,0.0329239359,0.0005956528,0.1346072002,4e-10,0.0829087612,0.8411933974,0.0355253328,5.45955e-05,4.2436e-06,0.0743641863,0.0002976052,5.307e-07,0.0001543719
Smoliv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persian,0.0,0.0,0.0,0.0,0.0,0.0305596981,2.536e-07,0.0301480423,0.0,0.0,0.0002952743,0.0,0.0,2.48575e-05,0.0,5.70369e-05,0.0,0.0305192202,0.0,0.0,2.34311e-05,0.0,0.0,0.0001306788,3.7e-09,0.0,7.54e-08,4.11581e-05,0.0,0.0,0.0,0.0004283587,0.0001814302,0.0,1.65766e-05,0.0,0.0,4.42242e-05,1.46e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41856e-05,1.70044e-05,3.26e-08,0.0,0.0042785135,0.0,4.52608e-05,3.23974e-05,0.0,8.7e-09,0.000856693,0.0,1.22154e-05,0.0,0.0,0.0301479189,5.70199e-05,0.0,4.52608e-05,1.71e-08,1.11e-08,0.0002496637,0.0,4.52608e-05,6e-10,0.0,0.0047798033,1.85e-08,0.0,0.0,4.7318e-06,0.0,1.71e-08,5.70199e-05,0.0001508629,0.0,4.42242e-05,0.0,2.3e-09,0.0,1e-10,1.4287e-06,0.0,0.0,4.15098e-05,0.0,1.65414e-05,7.1428e-05,0.0,0.0,0.0,0.0,7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-08,1.568e-07,1.21e-08,0.0051352064,0.0,0.0,0.0,3.2e-08,2.36216e-05,0.0,0.0,0.0,0.0002620232,0.0,0.0,0.0008566929,0.0004117902,0.0002666472,3.26e-08,0.0,0.0,0.0,0.0,0.0,2.41856e-05,1.25796e-05,0.0,0.0,7e-09,4.47e-08,0.0,0.0,1.6e-09,2.9e-09,0.0,1.77895e-05,0.0001310428,0.0,0.0,0.0043560987,1.93415e-05,0.0,2.4e-09,0.0,3.69e-08,0.0,0.0042785135,3.2412e-05,0.0,0.0002662407,0.0,0.0,0.0
Hippowdon,3.45436e-05,0.0083869982,0.7495108814,0.003546616,0.001420997,0.0074952514,1.2334894566,6.977e-07,0.0061987788,5.8929e-05,0.0562599621,0.0002647122,0.0007118638,0.0043743468,0.3603377352,0.0004402049,0.0002657618,0.3689506455,0.0007244433,0.0003520902,4e-10,0.0,0.0170531282,0.0002073783,0.0,7.85604e-05,0.0,0.0022944247,0.001034415,0.0004406299,9.7075e-06,1.0267668197,0.0029991599,7.4e-09,0.7785159447,0.0051186817,0.0002611422,0.4607940426,0.0004624554,0.0003397372,0.0011561437,0.0,9.7e-09,0.0001197579,0.0357751043,0.0001050608,0.0,0.0,0.4488472513,0.7646583263,0.0048123534,0.0220668855,0.0,0.0334655696,0.0002650699,0.0,0.0147774318,0.0240386609,0.0001528343,0.0008972585,3.181e-07,1.0967e-06,0.3952980469,0.0,0.000289784,1.0966e-06,0.0,0.9264660359,8.1016e-06,0.0002899809,0.1321212462,3.48722e-05,8.09788e-05,0.0166648696,0.0,0.0,0.0014437336,0.0168662647,0.0103792133,0.8702689748,5.546e-07,0.5530856009,0.0022484942,0.0026949574,0.0,0.0007424619,0.0,5e-10,0.6926029568,3e-10,0.2734467608,0.5499213488,0.0024970868,0.0610926611,0.0,2.3e-09,5.3e-08,0.0001282944,3.39e-08,0.0012424149,0.0022279062,1.73121e-05,0.058930833,0.0,0.0,0.0004754848,0.0,0.0001281473,1.6642992785,0.0,0.0002038818,3.979e-07,0.114387557,0.0,0.0086572715,0.0125745549,0.0,0.0002191291,0.0,5.07971e-05,1.70181e-05,0.1146361366,0.0001375356,0.8068979959,0.2643022002,0.6241344466,1.6019808395,0.0490782145,0.0014439108,5e-09,0.0116941362,0.0280013636,2.83e-08,0.0,0.1619522912,0.0,0.0,0.0,0.0,0.0,0.3920589101,0.0015110341,0.1221526,3.68495e-05,0.0,0.0,0.8383670784,0.0605478302,0.0170829964,0.4676562472,4.13e-08,0.0059820159,0.004683255,0.1247776741,0.8355914021,0.0212890683,0.2622422489,3.31052e-05,0.0001438605,2.4396e-06
Lycanroc-Dusk,0.001471082,0.0002032799,0.1230793809,13.9547459195,0.0005117522,0.0033680855,2.2120152121,6.1e-09,0.0,4e-09,1.4204021442,0.0,0.0015727271,0.0010599477,0.0039277339,1.1e-08,0.0011212438,0.0009198588,0.0030590986,0.0006997973,0.0035163506,3.27071e-05,9.57e-07,0.0021787181,0.0005089407,1e-10,0.0174336815,1.81416e-05,0.0,0.0032284808,0.0003011188,11.9986419365,0.0019177979,2.3e-09,16.180166351,0.0063916248,0.0036771254,4.1408184842,2.24135e-05,7.44585e-05,0.09747439,4e-09,0.0006422373,0.0019356996,1.88713e-05,9.51711e-05,1.26e-06,4.8791e-06,0.0251617424,0.022778154,7.55161e-05,0.0190662967,3.68495e-05,0.0001401247,0.0065721572,0.0174555625,0.0534213135,3.8955e-06,6.023e-07,0.0201445921,7.2095147307,0.0001779147,0.1083633031,0.000545103,0.0024367557,1e-10,3e-10,0.0097475964,0.0001220247,7e-10,0.0017337325,1.8e-09,6.09e-08,6.5702935394,0.0,0.0005441891,5.2e-09,0.0021140265,0.0010243562,0.0011877694,2.34e-08,7.421277087,0.000312568,2.1148e-06,0.0,0.0942665302,1.542e-07,0.0,7.4887815715,0.0050529025,0.0,0.03357135,0.1080653659,0.0,1.6151e-06,0.0005440683,0.0003898172,0.0092858823,2.9717e-06,0.0379492041,1.139e-07,6.58e-08,0.0051804335,3.75e-08,9.777e-07,8.65256e-05,0.0,0.000259455,0.0167473072,6.2343e-06,0.000177421,0.0,0.0,0.0018371173,0.0003705413,0.0096750286,1.324e-07,0.0004478035,1.39e-08,0.0,0.0001909879,0.0009961851,1.46e-08,0.0347481933,0.0214780191,0.0013672374,0.0034236182,0.0054475967,0.000132218,0.0,0.0138154375,0.0697715529,0.0023916526,0.0007953737,0.125686288,0.0016855951,1.01e-07,0.0,0.0019064966,2.49e-08,0.0009964467,0.000987834,2.2970333607,0.0,0.0087347348,0.0060783304,0.0578386847,9.10415e-05,0.0041247932,0.084307599,0.001099545,0.012841549,0.0206321782,0.0160325166,4.62666e-05,0.08383016,0.0028593832,1.397e-07,0.0005563359,4.06e-08
Skuntank,0.0,0.0018837194,5.1584e-06,0.0,0.0,0.0,0.0112480144,1.234e-07,1.93926e-05,0.0001896833,0.0157207809,0.0,0.0,0.0,0.015720781,0.0001896856,0.0,0.0019056541,0.0,0.0,0.0,1.972e-06,0.0,0.0,0.0,0.0,0.0001896833,0.0,0.0,0.0,0.0,0.001891939,3.9052e-06,5.3636e-06,3.08893e-05,3.142e-07,1.13481e-05,2.33749e-05,0.0,5.662e-07,2.35847e-05,0.0,1.4e-09,0.0,0.0,5.662e-07,0.0,0.0,2.19309e-05,1.4e-09,0.0,1.93926e-05,0.0157207809,0.0,4.93671e-05,0.0,2.4e-09,5.1586e-06,0.0,0.0,2.33755e-05,0.0,0.0018918932,0.0,4.90679e-05,0.0,1.846e-07,4.2055e-06,0.0,0.0,0.0,0.0,2.33745e-05,1.1116e-06,5.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,4.90668e-05,0.0,5.1584e-06,1.1e-09,4.1887e-06,1.113e-06,0.0,0.0,7.1428e-05,0.0,0.0,1.1116e-06,1.1e-09,3e-10,0.0,0.0,4.2068e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.082e-07,0.0,0.0,1.33294e-05,0.0,3.373e-07,0.0,0.0001896833,5.205e-07,4e-09,5.205e-07,1.31772e-05,3.907e-06,0.0,0.0,0.0157311633,0.0,0.0,4.90668e-05,1.1e-09,0.0,0.0,0.0,0.0,2.078e-07,0.0,0.0,0.0,0.0,0.0,1.99131e-05,0.0,0.0,0.0,0.0,0.0,1.972e-06,1.4e-09,0.0,0.0,0.0001953068,0.0,1.1126e-06,6.28267e-05,1.09486e-05,0.0,0.0019056504,4.4891e-06,0.0,2.078e-07
Lurantis,0.0071556731,2.13564e-05,0.0086218714,0.0006226166,0.0,0.0006690489,0.0003792673,0.0,0.0023780812,0.0,0.0005306071,0.0069121396,0.0045811565,1.1637e-06,2.583e-07,1e-10,0.0002435183,0.0001310267,0.0,0.0003318965,1.8568e-06,5.8944e-06,0.0,1.61761e-05,0.0,1e-09,0.0,0.0,0.0,0.0015515323,0.0,0.0009497236,0.0003152589,0.0,0.004256566,0.0,0.0,0.0001960869,0.0,0.0108731439,5.5e-09,2.74e-06,0.0,0.0,1e-09,5.37e-08,0.0,0.0,3.78704e-05,0.000102623,0.0,0.0,0.0016735757,0.0,0.0,0.0,2.5468e-06,1.59237e-05,0.0,2.7572e-06,0.0,0.0,0.0015814795,5.57e-08,0.0001568578,0.0,0.0,1.05856e-05,0.0,0.0011382013,1.094e-07,0.0,1.5745e-05,0.0008301097,0.0108731439,0.0,0.0,1.85267e-05,0.0,1.2186e-06,2.6225e-06,0.0008865688,0.0,0.0,1.395e-07,0.0069128289,1.851e-07,9.44319e-05,0.0005012456,0.0001070861,0.0016735758,2.7582e-06,0.0030296559,0.0,0.0,0.0,0.0056375246,0.0015542661,0.0,2.20951e-05,0.0,5.6173e-06,4.2083e-06,0.0,0.0,1.72e-08,0.0,0.0056375237,0.0001360947,0.0,0.0,0.0,0.0,6.6708e-05,0.0139673201,6.6708e-05,1.325e-07,2e-10,2.2921e-06,0.0,0.0,6.3437e-06,4.2083e-06,0.0017403961,5.46e-08,3.05753e-05,3.86e-08,6.1735e-06,0.0015540653,0.0,3.2e-09,0.0121557476,6.52846e-05,0.0,0.0007181133,4.004e-07,0.0,0.0,0.0,0.0030296559,0.0172112065,0.0,0.0057098429,0.0006465275,2.0854e-06,0.0,9.08619e-05,1.87577e-05,5.5727e-06,8.30973e-05,9.40176e-05,7.52e-08,0.0070398533,0.0,0.0005862096,5.1714e-06,0.0069770417,1.5e-08,2.2138e-06,0.0
Mismagius,0.0244852383,1.30914e-05,0.0071072204,7.4135e-05,0.0013099155,0.0007954954,0.0082598918,2.67e-08,1.04839e-05,0.0,0.0003247973,0.0,0.0004007921,0.0303689245,0.0105208173,0.0072678224,0.0046605325,0.0001353765,0.0004655606,2.2557e-06,0.0116078643,0.0,0.0022970059,9.41e-08,0.0024967621,1.015e-07,3.168e-06,0.0068803341,0.0010333335,8.817e-07,0.0,0.0336497256,9.6574e-06,3.0156e-06,0.0366279245,0.000137967,1.52e-08,0.021274208,0.0091534229,2.558e-07,0.0017967803,0.0,2.785e-07,0.0001151364,0.0001527749,2.15212e-05,2.2225e-06,0.0,0.0795934226,0.0027619799,0.0005246369,7.86833e-05,0.001170854,0.0001374599,7.59077e-05,1e-10,0.0123396623,0.0084970767,4.6e-09,9.08e-08,3.3e-09,0.0024212589,0.0001192744,0.0,0.0054837008,0.0001244943,0.0,0.0050272653,0.0013360124,0.0,5.10162e-05,0.0,6.54e-08,0.0743433787,0.0,0.001191768,0.0,0.0052491815,0.0,0.0002420174,1.04839e-05,0.0128220821,8.819e-07,0.0010333184,0.0,0.0002978083,2.196e-07,1.04855e-05,0.0150015659,0.0119735153,0.0150247429,0.022068777,0.0042502058,0.000166414,0.0,0.0,0.0091534228,0.0047341042,0.0007335427,0.0024202934,9.4577e-06,0.0041038081,0.0019165898,0.0,0.0,4.7e-09,0.0,0.0001392195,0.0052515495,9e-10,0.0,0.0,0.0,0.0001168919,2.80872e-05,1.24083e-05,9.1e-09,0.0001377446,3.805e-07,0.0023426504,1.94e-07,0.0150346619,0.0001865421,0.0273199158,0.0022606396,0.0003445046,0.0151031326,0.0,0.0002618461,0.0,4.6e-09,0.0760905109,1.35217e-05,8.32083e-05,0.0038854538,0.0023971376,7.992e-07,0.0023383352,0.0,1.333e-07,0.1084097516,0.0,0.0992653203,1.139e-07,3.94e-08,0.0,1.4956e-06,0.0023380718,0.0004150511,3.21441e-05,5.6499e-06,0.0002946748,0.0070273492,0.010701646,1.52e-08,0.0022844678,0.0108882021,0.0,8e-10,1.6e-09
Basculin,0.0,4.8e-09,0.0,0.0005420809,2.63666e-05,7.288e-07,0.0,0.0,4.148e-07,0.0,0.0013205122,2.9291e-06,0.0,1.07016e-05,3.04158e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.26861e-05,0.0,1.27091e-05,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,6.588e-07,0.0,0.0,0.0013205381,1.07016e-05,0.0006842645,7.89735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.288e-07,0.0,0.0,2.9291e-06,1.86125e-05,1.07016e-05,0.0,9.248e-07,0.0,0.0,6.61682e-05,0.0,0.0008566929,3.71577e-05,6.587e-07,0.000143083,0.0001282456,0.0013205381,1.31008e-05,0.0,0.0,0.0,2.74832e-05,0.0017289178,0.0,1.8e-08,0.0,0.0,0.0001292552,4.148e-07,0.0,0.0,7.14632e-05,9.248e-07,0.0,7.16874e-05,0.0001429401,0.0,0.0,0.0,0.0005282186,0.0,0.0,0.0006137695,0.0,0.0,0.0,2.63666e-05,0.0,0.0,0.0,0.0,7.14632e-05,0.0,0.0,0.0238349052,0.0,0.0005283616,0.0,0.0,0.0,0.0,0.0,7.28337e-05,0.0,0.0008566929,0.0238349052,0.0,1.26861e-05,0.0,0.0,3.04158e-05,1.3e-09,0.0013313874,1e-10,0.0,0.0001429401,0.0008566929,4.8e-09,0.0,8.55496e-05,0.0,7.23461e-05,0.0,0.0,0.0,5.2985e-06,6.50615e-05,0.0,0.0,0.0,0.0,0.0,4.148e-07,0.0,0.0,0.0,7.89237e-05,1.3e-09,0.0,0.0238349052,0.0,5.1742e-06,0.0001567384,1.8e-08,4e-09,7.15044e-05,0.0002282016,1.601e-07,8e-10,9.248e-07,0.0,2.9291e-06,0.0,0.0
